"uniprot_id","model","sample_idx","isoelectric_point","charge_at_ph7","charge_per_residue","buffer_capacity","acidic_residue_fraction","basic_residue_fraction","ionizable_residue_fraction","surface_acidic_fraction","surface_basic_fraction","surface_net_charge","surface_ionizable_fraction"
"O58832","ProteinMPNN",1,5.46355724334717,-7.09903884107489,-0.0207574235119148,2.31860735919374,0.157894736842105,0.149122807017544,0.350877192982456,0.255555555555555,0.233333333333333,-0.0388888888888888,0.488888888888889
"O58832","ProteinMPNN",2,5.52119197845459,-5.91937201842553,-0.0173081053170337,2.0981657046052,0.166666666666667,0.157894736842105,0.374269005847953,0.264705882352941,0.264705882352941,-0.0058823529411764,0.529411764705882
"O58832","ProteinMPNN",3,4.90124912261963,-16.1851738993907,-0.0473250698812592,2.01449117261154,0.175438596491228,0.137426900584795,0.345029239766082,0.264550264550264,0.216931216931217,-0.0634920634920634,0.481481481481481
"O58832","ProteinMPNN",4,5.00316143035889,-13.5995677398094,-0.0397648179526591,1.91863484168444,0.16374269005848,0.134502923976608,0.33625730994152,0.245810055865922,0.206703910614525,-0.0614525139664804,0.452513966480447
"O58832","ProteinMPNN",5,5.01515445709228,-14.1630209713737,-0.0414123420215604,2.16240338005602,0.184210526315789,0.152046783625731,0.374269005847953,0.276699029126214,0.233009708737864,-0.058252427184466,0.509708737864078
"O58832","ProteinMPNN",6,5.01714382171631,-14.8098542320392,-0.0433036673451439,2.3520802415764,0.181286549707602,0.149122807017544,0.365497076023392,0.297619047619048,0.238095238095238,-0.0773809523809523,0.535714285714286
"O58832","ProteinMPNN",7,5.10035610198975,-13.0854023532063,-0.038261410389492,2.42857095420659,0.175438596491228,0.149122807017544,0.359649122807017,0.298850574712644,0.235632183908046,-0.0862068965517241,0.53448275862069
"Q9Z9J6","ProteinMPNN",0,4.80894260406494,-4.17420235208171,-0.0673258443884146,0.552590716263674,0.225806451612903,0.161290322580645,0.403225806451613,0.317073170731707,0.219512195121951,-0.0975609756097561,0.536585365853659
"Q9Z9J6","ProteinMPNN",1,5.25870952606201,-2.47205333684004,-0.0398718280135489,0.680387569133358,0.258064516129032,0.225806451612903,0.5,0.365853658536585,0.317073170731707,-0.048780487804878,0.682926829268293
"Q9Z9J6","ProteinMPNN",2,6.83400211334229,-0.123704405142211,-0.0019952323410034,0.891282951597049,0.241935483870968,0.258064516129032,0.516129032258065,0.325,0.35,0,0.675
"Q9Z9J6","ProteinMPNN",3,4.81178455352783,-5.1673101526638,-0.0833437121397387,0.623762787630445,0.258064516129032,0.17741935483871,0.451612903225806,0.357142857142857,0.238095238095238,-0.119047619047619,0.595238095238095
"Q9Z9J6","ProteinMPNN",4,4.68298740386963,-6.99734524795975,-0.112860407225157,0.461298240609286,0.290322580645161,0.17741935483871,0.483870967741935,0.428571428571428,0.214285714285714,-0.214285714285714,0.642857142857143
"Q9Z9J6","ProteinMPNN",5,5.03567333221435,-3.46919809358388,-0.0559548079610303,0.655392809134979,0.241935483870968,0.193548387096774,0.451612903225806,0.341463414634146,0.268292682926829,-0.073170731707317,0.609756097560976
"Q9Z9J6","ProteinMPNN",6,4.81798000335693,-6.45569596912055,-0.104124128534202,0.748843391198373,0.306451612903226,0.209677419354839,0.532258064516129,0.428571428571428,0.261904761904762,-0.166666666666667,0.69047619047619
"Q9Z9J6","ProteinMPNN",7,5.62736721038818,-1.46781505807155,-0.0236744364205088,0.709877109611496,0.258064516129032,0.241935483870968,0.516129032258065,0.302325581395349,0.325581395348837,0.0232558139534883,0.627906976744186
"P02819","ProteinMPNN",0,9.06949291229248,2.74197153289959,0.0559586027122366,0.552038661420212,0.102040816326531,0.163265306122449,0.346938775510204,0.1,0.2,0.1,0.3
"P02819","ProteinMPNN",1,9.56815586090088,4.73635060895317,0.0966602165092484,0.52490914567559,0.0612244897959183,0.163265306122449,0.306122448979592,0.0714285714285714,0.19047619047619,0.119047619047619,0.261904761904762
"P02819","ProteinMPNN",2,8.04089984893799,1.35600031365391,0.0276734757888553,2.23730624372805,0.122448979591837,0.285714285714286,0.489795918367347,0.131578947368421,0.368421052631579,0.0526315789473684,0.5
"P02819","ProteinMPNN",3,8.85726299285889,1.74511507732038,0.0356145934147017,0.509268883257871,0.0816326530612245,0.122448979591837,0.285714285714286,0.0769230769230769,0.153846153846154,0.0769230769230769,0.230769230769231
"P02819","ProteinMPNN",4,9.76156101226807,5.73354014697996,0.117011023407754,0.511344387803279,0.0408163265306122,0.163265306122449,0.285714285714286,0.0512820512820512,0.205128205128205,0.153846153846154,0.256410256410256
"P02819","ProteinMPNN",5,8.90071468353272,1.74610407841938,0.0356347771105996,0.504417878209866,0.0816326530612245,0.122448979591837,0.285714285714286,0.102564102564103,0.153846153846154,0.0512820512820512,0.256410256410256
"P02819","ProteinMPNN",6,9.34586887359619,3.73916107092638,0.0763094096107425,0.538473903547901,0.0816326530612245,0.163265306122449,0.326530612244898,0.0769230769230769,0.205128205128205,0.128205128205128,0.282051282051282
"P02819","ProteinMPNN",7,9.3051248550415,2.74132561414817,0.0559454206969015,0.500505635432564,0.0612244897959183,0.122448979591837,0.244897959183673,0.0526315789473684,0.157894736842105,0.105263157894737,0.210526315789474
"Q4R312","ProteinMPNN",0,6.74868679046631,-0.186230877020213,-0.002271108256344,0.941809280784904,0.0975609756097561,0.109756097560976,0.341463414634146,0.116666666666667,0.15,0.0166666666666666,0.266666666666667
"Q4R312","ProteinMPNN",1,9.19507732391357,5.81226528009236,0.0708812839035653,0.992899542020198,0.109756097560976,0.195121951219512,0.439024390243902,0.112903225806452,0.258064516129032,0.129032258064516,0.370967741935484
"Q4R312","ProteinMPNN",2,5.74189777374268,-1.182421414048,-0.0144197733420488,0.950473538608209,0.109756097560976,0.109756097560976,0.341463414634146,0.129032258064516,0.129032258064516,-0.0161290322580645,0.258064516129032
"Q4R312","ProteinMPNN",3,8.68996753692627,2.81358258195599,0.0343119827067803,0.970075538804229,0.109756097560976,0.158536585365854,0.390243902439024,0.140625,0.1875,0.03125,0.328125
"Q4R312","ProteinMPNN",4,4.61353015899658,-4.18736277155257,-0.0510653996530801,0.661871319186766,0.146341463414634,0.0975609756097561,0.353658536585366,0.183333333333333,0.133333333333333,-0.05,0.316666666666667
"Q4R312","ProteinMPNN",5,8.40933666229249,1.89229658856268,0.0230767876653985,0.932630603626681,0.121951219512195,0.158536585365854,0.390243902439024,0.145161290322581,0.209677419354839,0.0483870967741935,0.354838709677419
"Q4R312","ProteinMPNN",6,5.37216014862061,-1.19374683885206,-0.0145578882786836,0.698558097789393,0.134146341463415,0.121951219512195,0.378048780487805,0.172413793103448,0.172413793103448,0,0.344827586206897
"Q4R312","ProteinMPNN",7,4.60176448822021,-3.19548351884331,-0.0389693112054062,0.641384836994386,0.0975609756097561,0.0609756097560975,0.268292682926829,0.116666666666667,0.0833333333333333,-0.0333333333333333,0.2
"Q54FJ9","ProteinMPNN",0,5.35732517242432,-7.15629626161518,-0.0233865890902456,2.11805470456111,0.140522875816993,0.130718954248366,0.310457516339869,0.181818181818182,0.206060606060606,0.0181818181818181,0.387878787878788
"Q54FJ9","ProteinMPNN",1,4.91949443817139,-12.2375112252587,-0.0399918667492114,1.88764696649611,0.147058823529412,0.117647058823529,0.297385620915033,0.209039548022599,0.175141242937853,-0.0508474576271186,0.384180790960452
"Q54FJ9","ProteinMPNN",2,5.07972354888916,-10.8489435031058,-0.0354540637356398,2.15849369205432,0.156862745098039,0.133986928104575,0.333333333333333,0.23972602739726,0.23972602739726,-0.0205479452054794,0.47945205479452
"Q54FJ9","ProteinMPNN",3,5.56359386444092,-4.34585371586596,-0.0142021363263593,1.76471827451254,0.147058823529412,0.140522875816993,0.330065359477124,0.207547169811321,0.232704402515723,0.0251572327044025,0.440251572327044
"Q54FJ9","ProteinMPNN",4,6.27726421356201,-1.33609448550779,-0.0043663218480646,1.70946996970612,0.143790849673203,0.147058823529412,0.326797385620915,0.268292682926829,0.292682926829268,0.008130081300813,0.560975609756098
"Q54FJ9","ProteinMPNN",5,5.03834476470947,-11.1341019791056,-0.0363859541800837,2.04576737858409,0.150326797385621,0.127450980392157,0.30718954248366,0.226993865030675,0.220858895705521,-0.0184049079754601,0.447852760736196
"Q54FJ9","ProteinMPNN",6,4.7959264755249,-17.5413372098039,-0.0573246314045879,2.71654897690781,0.15359477124183,0.117647058823529,0.30718954248366,0.218934911242604,0.171597633136095,-0.0769230769230769,0.390532544378698
"Q54FJ9","ProteinMPNN",7,7.05118389129639,0.0635035770661929,0.000207528029628,1.75299318215149,0.124183006535948,0.133986928104575,0.300653594771242,0.157303370786517,0.202247191011236,0.0280898876404494,0.359550561797753
"Q54JL0","ProteinMPNN",0,5.21107845306396,-15.9324282949685,-0.0251697129462378,3.09049486758497,0.162717219589258,0.145339652448657,0.347551342812006,0.204347826086957,0.193478260869565,-0.0217391304347826,0.397826086956522
"Q54JL0","ProteinMPNN",1,5.20232524871826,-16.9462461127307,-0.0267713208731922,3.29166345105783,0.175355450236967,0.156398104265403,0.385466034755134,0.209445585215606,0.190965092402464,-0.028747433264887,0.40041067761807
"Q54JL0","ProteinMPNN",2,5.35147075653076,-14.7242694877571,-0.0232610892381628,3.54380132452056,0.165876777251185,0.153238546603475,0.360189573459716,0.213302752293578,0.208715596330275,-0.018348623853211,0.422018348623853
"Q54JL0","ProteinMPNN",3,5.7766263961792,-6.86479626356343,-0.0108448598160559,3.33282860529437,0.156398104265403,0.154818325434439,0.358609794628752,0.192307692307692,0.212669683257918,0.006787330316742,0.404977375565611
"Q54JL0","ProteinMPNN",4,5.75940418243408,-6.9672084171481,-0.0110066483683224,3.41773582800892,0.167456556082148,0.164296998420221,0.388625592417062,0.218097447795824,0.222737819025522,-0.0023201856148491,0.440835266821346
"Q54JL0","ProteinMPNN",5,5.38273220062256,-14.75193196245,-0.0233047898300948,3.84736127773001,0.17693522906793,0.164296998420221,0.394944707740916,0.22787610619469,0.221238938053097,-0.0199115044247787,0.449115044247788
"Q54JL0","ProteinMPNN",6,5.21471614837646,-16.9424843115943,-0.0267653780593906,3.33865698347665,0.175355450236967,0.156398104265403,0.390205371248025,0.248756218905473,0.23134328358209,-0.0273631840796019,0.480099502487562
"Q54JL0","ProteinMPNN",7,5.36624889373779,-12.1908101529637,-0.019258783811949,2.82864157772975,0.186413902053712,0.170616113744076,0.410742496050553,0.25462962962963,0.229166666666667,-0.0277777777777777,0.483796296296296
"Q69NP0","ProteinMPNN",0,9.05208644866943,2.76200923075425,0.0296990239866048,0.5706223368156,0.129032258064516,0.161290322580645,0.354838709677419,0.161290322580645,0.209677419354839,0.0483870967741935,0.370967741935484
"Q69NP0","ProteinMPNN",1,4.82087879180908,-3.19329156767291,-0.0343364684696011,0.548059188293005,0.150537634408602,0.118279569892473,0.32258064516129,0.196428571428571,0.196428571428571,0,0.392857142857143
"Q69NP0","ProteinMPNN",2,9.6387487411499,10.7615801224145,0.11571591529478,0.694070906693367,0.150537634408602,0.268817204301075,0.505376344086022,0.19672131147541,0.40983606557377,0.213114754098361,0.60655737704918
"Q69NP0","ProteinMPNN",3,9.69941349029541,9.75221576168803,0.104862535071914,0.59131158428532,0.118279569892473,0.225806451612903,0.408602150537634,0.147540983606557,0.344262295081967,0.19672131147541,0.491803278688525
"Q69NP0","ProteinMPNN",4,9.20236225128174,3.79748390335439,0.0408331602511225,0.571329694026323,0.129032258064516,0.172043010752688,0.365591397849462,0.186440677966102,0.271186440677966,0.0847457627118644,0.457627118644068
"Q69NP0","ProteinMPNN",5,9.19926776885986,3.46063501377806,0.0372111291804092,0.626620909218609,0.118279569892473,0.161290322580645,0.354838709677419,0.169230769230769,0.230769230769231,0.0615384615384615,0.4
"Q69NP0","ProteinMPNN",6,4.69310474395752,-5.02250420309364,-0.0540054215386413,0.40891090424117,0.182795698924731,0.129032258064516,0.365591397849462,0.254237288135593,0.203389830508475,-0.0508474576271186,0.457627118644068
"Q69NP0","ProteinMPNN",7,9.13576641082764,3.46775909773406,0.0372877322336995,0.690089691050507,0.150537634408602,0.193548387096774,0.419354838709677,0.206896551724138,0.293103448275862,0.0862068965517241,0.5
"P0A7R6","ProteinMPNN",0,6.01552066802978,-1.11526245709124,-0.010827790845546,0.991050216568123,0.213592233009709,0.213592233009709,0.436893203883495,0.287671232876712,0.301369863013699,0,0.589041095890411
"P0A7R6","ProteinMPNN",1,5.5322187423706,-2.07205918982634,-0.020117079512877,0.817342926634357,0.194174757281553,0.184466019417476,0.388349514563107,0.236111111111111,0.25,0,0.486111111111111
"P0A7R6","ProteinMPNN",2,6.8548620223999,-0.114872395785763,-0.0011152659785025,0.983766438259524,0.223300970873786,0.233009708737864,0.475728155339806,0.279411764705882,0.323529411764706,0.0294117647058823,0.602941176470588
"P0A7R6","ProteinMPNN",3,7.38335094451904,0.18043798038488,0.0017518250522803,0.862462114462218,0.194174757281553,0.213592233009709,0.407766990291262,0.231884057971014,0.289855072463768,0.0434782608695652,0.521739130434783
"P0A7R6","ProteinMPNN",4,4.76580181121826,-7.90082942677733,-0.0767070818133721,0.708745188859438,0.223300970873786,0.155339805825243,0.398058252427184,0.28169014084507,0.211267605633803,-0.0845070422535211,0.492957746478873
"P0A7R6","ProteinMPNN",5,6.23719272613525,-0.98793922977039,-0.0095916430074795,1.18661153775092,0.223300970873786,0.233009708737864,0.45631067961165,0.283783783783784,0.310810810810811,0.0135135135135135,0.594594594594595
"P0A7R6","ProteinMPNN",6,6.84019756317139,-0.127685607998824,-0.0012396660970759,1.00466548548689,0.203883495145631,0.213592233009709,0.436893203883495,0.26027397260274,0.301369863013699,0.0273972602739726,0.561643835616438
"P0A7R6","ProteinMPNN",7,4.83724842071533,-7.81236793635912,-0.0758482323918361,0.925584431287119,0.223300970873786,0.16504854368932,0.398058252427184,0.3,0.214285714285714,-0.1,0.514285714285714
"P60724","ProteinMPNN",0,6.70111255645752,-0.348001566331156,-0.0017313510762744,1.26429717673078,0.18407960199005,0.189054726368159,0.393034825870647,0.229299363057325,0.24203821656051,0.0063694267515923,0.471337579617834
"P60724","ProteinMPNN",1,6.68553867340088,-0.353306527077201,-0.0017577439158069,1.18116235822868,0.17910447761194,0.18407960199005,0.378109452736318,0.223021582733813,0.258992805755396,0.0287769784172661,0.482014388489209
"P60724","ProteinMPNN",2,9.11365375518799,3.63556338507081,0.0180873800252279,1.1373450715938,0.164179104477612,0.189054726368159,0.373134328358209,0.19205298013245,0.225165562913907,0.0264900662251655,0.417218543046358
"P60724","ProteinMPNN",3,9.01450138092041,3.72519495305102,0.0185333082241344,1.4468581161434,0.17910447761194,0.208955223880597,0.412935323383085,0.220858895705521,0.245398773006135,0.0184049079754601,0.466257668711656
"P60724","ProteinMPNN",4,9.45179042816162,6.55862916315726,0.0326299958366032,0.956759599216223,0.169154228855721,0.203980099502487,0.388059701492537,0.237410071942446,0.280575539568345,0.0431654676258992,0.517985611510791
"P60724","ProteinMPNN",5,4.95757656097412,-11.2561055961184,-0.0560005253538231,1.58492497416228,0.223880597014925,0.17910447761194,0.437810945273632,0.268292682926829,0.219512195121951,-0.0609756097560975,0.48780487804878
"P60724","ProteinMPNN",6,9.30028972625732,7.6297704553398,0.0379590569917402,1.26417388905576,0.17910447761194,0.223880597014925,0.432835820895522,0.25,0.3203125,0.0625,0.5703125
"P60724","ProteinMPNN",7,5.04579067230225,-9.25997203794855,-0.0460695126266097,1.52720995861292,0.203980099502487,0.169154228855721,0.398009950248756,0.26241134751773,0.234042553191489,-0.0354609929078014,0.49645390070922
"Q07938","ProteinMPNN",0,5.66198215484619,-3.73204430321312,-0.0110743154398015,1.55701027226333,0.13946587537092,0.136498516320475,0.305637982195846,0.2,0.195652173913043,-0.017391304347826,0.395652173913044
"Q07938","ProteinMPNN",1,5.0800645828247,-8.92562966970324,-0.0264855479813152,1.70257093489139,0.13946587537092,0.121661721068249,0.299703264094955,0.171875,0.15625,-0.02734375,0.328125
"Q07938","ProteinMPNN",2,4.87481899261475,-10.729463255116,-0.0318381698964867,1.38947267117413,0.127596439169139,0.103857566765579,0.264094955489614,0.157088122605364,0.130268199233716,-0.0383141762452107,0.28735632183908
"Q07938","ProteinMPNN",3,4.69100170135498,-18.1221637836325,-0.0537749667170104,2.01545854081767,0.1513353115727,0.109792284866469,0.29673590504451,0.198380566801619,0.145748987854251,-0.068825910931174,0.34412955465587
"Q07938","ProteinMPNN",4,4.82752895355225,-12.0082398930773,-0.0356327593266389,1.44243093179231,0.136498516320475,0.106824925816024,0.281899109792285,0.154362416107382,0.11744966442953,-0.0436241610738255,0.271812080536913
"Q07938","ProteinMPNN",5,4.91267375946045,-11.879101887909,-0.0352495604982462,1.69814381101294,0.13946587537092,0.112759643916914,0.287833827893175,0.184210526315789,0.149122807017544,-0.0394736842105263,0.333333333333333
"Q07938","ProteinMPNN",6,4.80166721343994,-11.8079377560864,-0.0350383909676152,1.17297615598845,0.136498516320475,0.106824925816024,0.275964391691395,0.179166666666667,0.145833333333333,-0.0416666666666666,0.325
"Q07938","ProteinMPNN",7,4.7555139541626,-14.7987363538102,-0.0439131642546296,1.31367750503692,0.1513353115727,0.112759643916914,0.299703264094956,0.185185185185185,0.137037037037037,-0.0555555555555555,0.322222222222222
"B1X495","ProteinMPNN",0,9.17709064483643,3.59431905443718,0.0348963014993901,0.907166540462216,0.12621359223301,0.174757281553398,0.368932038834951,0.16,0.24,0.0666666666666666,0.4
"B1X495","ProteinMPNN",1,9.5532636642456,5.80384030861813,0.056347964161341,0.572873200017212,0.116504854368932,0.174757281553398,0.320388349514563,0.142857142857143,0.233766233766234,0.0909090909090909,0.376623376623377
"B1X495","ProteinMPNN",2,9.9647008895874,12.4939050162918,0.121300048701862,0.623193748430333,0.087378640776699,0.213592233009709,0.339805825242718,0.0930232558139534,0.255813953488372,0.162790697674419,0.348837209302326
"B1X495","ProteinMPNN",3,6.66553134918213,-0.363480183117334,-0.0035289338166731,0.928390375797173,0.029126213592233,0.0485436893203883,0.106796116504854,0.036144578313253,0.0602409638554216,0,0.0963855421686747
"B1X495","ProteinMPNN",4,9.99874019622803,6.49340865950623,0.063042802519478,0.4942447166953,0.029126213592233,0.0970873786407767,0.155339805825243,0.0294117647058823,0.147058823529412,0.117647058823529,0.176470588235294
"B1X495","ProteinMPNN",5,4.91028652191162,-4.4828315679972,-0.0435226365824971,0.740635363990774,0.16504854368932,0.12621359223301,0.339805825242718,0.236111111111111,0.166666666666667,-0.0694444444444444,0.402777777777778
"B1X495","ProteinMPNN",6,8.92534160614014,2.5030413411538,0.0243013722442116,0.71151957750291,0.135922330097087,0.16504854368932,0.359223300970874,0.185714285714286,0.228571428571429,0.0428571428571428,0.414285714285714
"B1X495","ProteinMPNN",7,10.8341859817505,4.50245142913808,0.0437131206712434,0.460878931114621,0.0388349514563106,0.087378640776699,0.155339805825243,0.0470588235294117,0.105882352941176,0.0588235294117647,0.152941176470588
"A9CIG1","ProteinMPNN",0,6.62062854766846,-0.432904502087936,-0.0042861831889894,1.30353261857694,0.237623762376238,0.247524752475247,0.554455445544555,0.338235294117647,0.338235294117647,-0.0147058823529411,0.676470588235294
"A9CIG1","ProteinMPNN",1,4.8795934677124,-5.51226900392271,-0.0545769208309179,0.955596091341748,0.188118811881188,0.138613861386139,0.396039603960396,0.228915662650602,0.156626506024096,-0.072289156626506,0.385542168674699
"A9CIG1","ProteinMPNN",2,5.38602886199951,-2.5193985524395,-0.0249445401231633,1.01791837469911,0.198019801980198,0.178217821782178,0.455445544554455,0.2375,0.2125,-0.025,0.45
"A9CIG1","ProteinMPNN",3,4.97371883392334,-6.50656820142279,-0.0644214673408197,1.12888166075609,0.267326732673267,0.207920792079208,0.564356435643564,0.347222222222222,0.263888888888889,-0.0833333333333333,0.611111111111111
"A9CIG1","ProteinMPNN",4,4.9803689956665,-5.51637098751115,-0.0546175345298133,1.06219087590424,0.237623762376238,0.188118811881188,0.504950495049505,0.3,0.225,-0.075,0.525
"A9CIG1","ProteinMPNN",5,4.7766580581665,-8.50067953834308,-0.0841651439439908,1.0792126619836,0.247524752475247,0.168316831683168,0.495049504950495,0.307692307692308,0.217948717948718,-0.0897435897435897,0.525641025641026
"A9CIG1","ProteinMPNN",6,6.42754650115967,-0.497392712297543,-0.0049246803197776,0.977271563992254,0.207920792079208,0.207920792079208,0.475247524752475,0.253164556962025,0.253164556962025,0,0.506329113924051
"A9CIG1","ProteinMPNN",7,6.31261806488037,-0.526311313888757,-0.0052110031078094,0.887722806979191,0.138613861386139,0.138613861386139,0.336633663366337,0.166666666666667,0.154761904761905,-0.0119047619047619,0.321428571428571
"Q6L047","ProteinMPNN",0,6.41492824554443,-1.69960523637256,-0.004734276424436,2.95206558718255,0.164345403899721,0.175487465181058,0.401114206128134,0.202290076335878,0.221374045801527,0,0.423664122137405
"Q6L047","ProteinMPNN",1,8.37716693878174,3.31609131745288,0.0092370231683924,2.90939755220464,0.158774373259053,0.183844011142061,0.392757660167131,0.197628458498024,0.245059288537549,0.0316205533596837,0.442687747035573
"Q6L047","ProteinMPNN",2,7.71898517608643,1.23354671438146,0.0034360632712575,2.66378151276611,0.167130919220056,0.183844011142061,0.401114206128134,0.216,0.248,0.02,0.464
"Q6L047","ProteinMPNN",3,6.271750831604,-1.85270887475973,-0.0051607489547624,2.44325332128359,0.161559888579387,0.167130919220056,0.373259052924791,0.17741935483871,0.187096774193548,-0.0032258064516129,0.364516129032258
"Q6L047","ProteinMPNN",4,8.37529735565186,3.13591672128269,0.0087351440704253,2.40329672223262,0.161559888579387,0.181058495821727,0.395543175487465,0.184818481848185,0.207920792079208,0.0099009900990099,0.392739273927393
"Q6L047","ProteinMPNN",5,5.87649250030517,-3.85689853912672,-0.0107434499697123,2.49140131777511,0.172701949860724,0.172701949860724,0.401114206128134,0.199312714776632,0.209621993127148,0,0.40893470790378
"Q6L047","ProteinMPNN",6,5.86364688873291,-3.85905528012346,-0.0107494576048007,2.44166032029171,0.161559888579387,0.161559888579387,0.373259052924791,0.223577235772358,0.219512195121951,-0.0121951219512195,0.443089430894309
"Q6L047","ProteinMPNN",7,5.33890933990479,-10.0128913422847,-0.0278910622347762,2.74883273940712,0.178272980501393,0.164345403899721,0.387186629526462,0.205387205387205,0.195286195286195,-0.0235690235690235,0.400673400673401
"A9A498","ProteinMPNN",0,4.61625843048096,-17.0814539909817,-0.0595172612926193,1.1671719142949,0.160278745644599,0.104529616724739,0.278745644599303,0.293103448275862,0.206896551724138,-0.0862068965517241,0.5
"A9A498","ProteinMPNN",1,5.09507007598877,-6.20774903545907,-0.0216297875799967,0.960818940796098,0.13588850174216,0.114982578397213,0.278745644599303,0.27027027027027,0.252252252252252,-0.018018018018018,0.522522522522523
"A9A498","ProteinMPNN",2,5.54330234527588,-2.21147225273865,-0.0077054782325388,0.833349347114883,0.121951219512195,0.114982578397213,0.257839721254355,0.175324675324675,0.201298701298701,0.0259740259740259,0.376623376623377
"A9A498","ProteinMPNN",3,4.86367855072021,-9.20304564850197,-0.0320663611446061,0.912405158598506,0.139372822299652,0.10801393728223,0.268292682926829,0.263157894736842,0.236842105263158,-0.0263157894736842,0.5
"A9A498","ProteinMPNN",4,4.93359050750732,-9.11912774391803,-0.0317739642645227,1.18064345202113,0.139372822299652,0.111498257839721,0.27177700348432,0.248,0.208,-0.04,0.456
"A9A498","ProteinMPNN",5,4.90056705474853,-10.4337125939625,-0.0363543992820993,1.09653718607245,0.160278745644599,0.125435540069686,0.306620209059233,0.305555555555556,0.259259259259259,-0.0462962962962962,0.564814814814815
"A9A498","ProteinMPNN",6,5.17305316925049,-6.12410176990402,-0.0213383336930453,1.20865146279016,0.139372822299652,0.121951219512195,0.282229965156794,0.266666666666667,0.276190476190476,0,0.542857142857143
