uniprot_id,model,sample_idx,scTM,scRMSD,pLDDT
B1YC30,AcidSecMPNN_020,1,0.2666374355041181,6.346729119057703,48.211106870229
Q8TY15,AlkSecMPNN_020,0,0.3169817802363219,6.341294484468425,35.71260387811634
B1YC30,AcidSecMPNN_020,4,0.2676189972675322,4.7776301293222945,44.477633587786265
A9A498,AlkSecMPNN_020,4,0.8751236918177387,2.6968519537368483,71.65623693379791
Q6DIY2,AcidSecMPNN_020,4,0.6908542074288,2.7174832293309508,66.32821229050279
P0A7R6,AlkSecMPNN_020,6,0.8200050508862405,2.1198079769295832,85.89757281553398
B1X495,AcidSecMPNN_020,2,0.4217616574037788,3.0486756807172797,68.13961165048543
Q54FJ9,WT_singleseq(control),-1,0.5233931512825829,4.831437229573409,44.55114379084968
Q07938,AlkSecMPNN_020,5,0.259658475393893,6.152469746586805,33.62412462908012
Q4R312,AcidSecMPNN_020,3,0.6321378060980095,2.3828442062303687,70.235
B1X495,WT_singleseq(control),-1,0.4352267387671773,2.928844209319521,82.54766990291262
P60724,AlkSecMPNN_020,5,0.717566062914237,2.875752926187476,71.88641791044775
P80505,AlkSecMPNN_020,4,0.4263517225272741,4.457989099378556,47.09219584569733
P0A7R6,AcidSecMPNN_020,6,0.6497942549068428,1.7317661273290503,76.71757281553398
Q9Z9J6,AcidSecMPNN_020,3,0.4757065125096577,3.471684986344792,61.22854838709677
O28542,AlkSecMPNN_020,0,0.4561290215052224,4.737812170342004,60.84620588235294
O67786,AcidSecMPNN_020,6,0.4271625542586557,4.918259980318118,54.98659192825112
A9CIG1,AlkSecMPNN_020,0,0.5565327183670038,3.5638611904736637,81.27732673267327
Q8DLT5,AcidSecMPNN_020,3,0.320108539073561,7.349207852251669,54.00300668151447
Q980U8,AlkSecMPNN_020,2,0.3438030365580353,6.121136635145134,49.57160458452722
Q8DLT5,AlkSecMPNN_020,6,0.2786598968409494,6.7167615123371425,60.48841870824052
Q8TY15,AcidSecMPNN_020,3,0.2460492446926648,7.163406458749089,34.83285318559557
Q8DLT5,AcidSecMPNN_020,5,0.2808184509833601,6.9934971274416675,61.3149443207127
P02819,AlkSecMPNN_020,3,0.3323860149853823,2.8465292035344416,72.13979591836734
A9A498,AcidSecMPNN_020,7,0.583733476183257,4.035034469447585,52.467247386759574
Q4R312,AlkSecMPNN_020,0,0.6616937546577871,2.2459570080351985,76.28573170731708
P02819,AlkSecMPNN_020,5,0.4588152682728797,1.704186845011778,79.9365306122449
A9A498,AcidSecMPNN_020,1,0.645743931730432,3.5646242921466555,52.878188153310106
Q69NP0,AcidSecMPNN_020,3,0.5969250057420815,3.101062334526138,61.38849462365592
Q69NP0,AcidSecMPNN_020,5,0.5616356491128746,3.427261710615345,62.09129032258063
G0HQ35,AcidSecMPNN_020,3,0.3339311336566704,6.380585842445403,39.994497206703905
Q9Z9J6,AlkSecMPNN_020,1,0.9765843289713486,0.4292327111709208,90.1932258064516
G0HQ35,AcidSecMPNN_020,5,0.2253897963318937,5.881459467394365,40.64955307262569
Q6L047,AcidSecMPNN_020,1,0.2626861058948098,7.163372423093877,36.48005571030641
Q54JL0,AlkSecMPNN_020,7,0.3218390570927098,6.237229896169023,44.67853080568721
Q54JL0,AcidSecMPNN_020,3,0.294438843691529,6.544140077836278,41.84740916271721
P80505,AcidSecMPNN_020,0,0.4387370937998097,4.177122763261097,50.27703264094956
Q07938,AcidSecMPNN_020,4,0.2502165571124795,7.102152742105903,36.704005934718104
A0A1D8PCG7,AlkSecMPNN_020,0,0.4550655670037412,2.748198424703197,54.59873563218391
Q6L047,AlkSecMPNN_020,2,0.2556961721195072,6.6139025087208445,30.708217270194982
Q69NP0,AlkSecMPNN_020,7,0.6379354242219325,3.117014409407766,81.85655913978495
O28542,AcidSecMPNN_020,4,0.353454674529705,4.1629429835912255,53.724500000000006
Q54FJ9,AlkSecMPNN_020,6,0.4466038815894011,4.655496126582121,57.972875816993465
B1X495,AlkSecMPNN_020,6,0.5609707735687253,2.688004876177424,91.11194174757284
Q54FJ9,AlkSecMPNN_020,0,0.6330538775377232,2.7306170279718014,67.27434640522875
B1YC30,AlkSecMPNN_020,7,0.4144357851975615,5.92104694561626,55.14164122137404
P0A7R6,AlkSecMPNN_020,0,0.8157114193805728,2.046160381671014,85.40582524271844
A9CIG1,AcidSecMPNN_020,0,0.413781391599486,3.1610460120487036,78.77683168316833
A9CIG1,AcidSecMPNN_020,6,0.4272906302492963,3.841959664040216,68.60227722772278
Q9N2D5,WT_singleseq(control),-1,0.3165927727534319,6.179045881126388,39.06321321321322
Q07938,AlkSecMPNN_020,3,0.2806943143379187,6.372863759188579,36.222492581602374
Q4R312,AcidSecMPNN_020,5,0.7649179569939829,2.3806924866587247,78.79524390243903
B1X495,AcidSecMPNN_020,4,0.5045923277642369,1.5828549863893608,74.18378640776699
Q980U8,AcidSecMPNN_020,6,0.2659555998462252,5.418919174952889,41.0243553008596
O58832,AcidSecMPNN_020,3,0.351371288933683,5.739885222692899,45.9224269005848
Q54FJ9,AcidSecMPNN_020,3,0.3927968355859364,5.209660184322158,56.542679738562086
P02819,AcidSecMPNN_020,6,0.5809864344352897,1.8105619648713145,77.8334693877551
Q980U8,AcidSecMPNN_020,0,0.2029710027872411,6.935521392011647,40.21214899713467
O28542,WT_singleseq(control),-1,0.3566624992998671,5.429877283890825,42.3475
Q9Z9J6,WT_singleseq(control),-1,0.4732598019377441,3.040360569978029,60.817741935483866
Q54FJ9,AcidSecMPNN_020,5,0.625265990201646,2.827657236985892,70.52571895424836
Q9N2D5,AlkSecMPNN_020,6,0.3244906272829468,6.638145407519102,39.16081081081081
Q6DIY2,AlkSecMPNN_020,7,0.2751718959422106,5.9168049265119915,36.28307262569832
Q6DIY2,AcidSecMPNN_020,2,0.6201088194705267,3.276534512991059,56.654078212290514
A9A498,AlkSecMPNN_020,2,0.9556357687018624,1.6037215236112214,83.14662020905924
O28542,AcidSecMPNN_020,3,0.3871247085549478,4.34259830084663,46.57941176470588
Q54JL0,AcidSecMPNN_020,4,0.2892521931154299,4.252257439182028,48.0978672985782
Q54JL0,AlkSecMPNN_020,3,0.4388414678882383,6.608865828470394,45.095466034755134
P80505,AcidSecMPNN_020,2,0.3889699308488129,5.019996240735303,37.460118694362016
A0A1D8PCG7,AlkSecMPNN_020,7,0.3286616556374303,3.493566163203792,53.305862068965496
O28542,AcidSecMPNN_020,5,0.4396369055020271,4.658641829567724,44.73097058823529
Q54JL0,AlkSecMPNN_020,0,0.3608159635607743,6.257610144931763,48.03545023696683
Q54FJ9,AlkSecMPNN_020,1,0.9174206439285923,2.072551461712102,73.85790849673202
Q6L047,AlkSecMPNN_020,5,0.4665216111350905,4.795128177841639,36.20699164345404
Q07938,AcidSecMPNN_020,3,0.2060606846504553,7.143050900721071,38.21089020771513
Q54FJ9,AlkSecMPNN_020,7,0.6997542103941187,4.059319566863766,58.75960784313725
P02819,AlkSecMPNN_020,4,0.617253437452237,1.8315028078782691,77.32612244897959
Q4R312,AlkSecMPNN_020,7,0.7193491751510538,2.238504488692116,79.5919512195122
P02819,AlkSecMPNN_020,2,0.2596994980460628,3.449124263759374,79.33734693877551
Q69NP0,AcidSecMPNN_020,2,0.5827237901718478,3.04781822544284,62.75924731182796
Q9Z9J6,AlkSecMPNN_020,6,0.9685571688149712,0.5040185429800778,91.83467741935485
Q69NP0,AcidSecMPNN_020,4,0.5010199149788689,3.5161552630362247,61.46462365591398
G0HQ35,AcidSecMPNN_020,2,0.2481542389479023,4.996365220668642,42.19731843575419
Q6L047,AcidSecMPNN_020,6,0.2516256810002296,7.156291155551372,35.62169916434541
Q4R312,WT_singleseq(control),-1,0.5525421280898181,2.2937911280045067,62.60902439024391
Q8DLT5,WT_singleseq(control),-1,0.2504307303339202,6.0686792641329355,33.163541202672604
Q9N2D5,AcidSecMPNN_020,2,0.2805859808443589,5.130978798609859,36.59585585585586
Q8TY15,AcidSecMPNN_020,4,0.2506459093516789,7.444225351403,35.78376731301939
Q980U8,AlkSecMPNN_020,5,0.308179619647872,5.971401922106576,48.06558739255014
Q9N2D5,AcidSecMPNN_020,4,0.4504730584162244,5.096860923819927,39.95807807807808
P80505,AlkSecMPNN_020,3,0.469190132297807,4.780896061320576,50.202522255192875
P60724,AlkSecMPNN_020,2,0.6767974302101685,3.2811742128286836,69.10248756218905
O67786,AcidSecMPNN_020,1,0.4224601187999687,5.1426537060631725,53.49704035874441
P80505,AlkSecMPNN_020,5,0.3894972371021933,6.474695356582058,43.94881305637982
P60724,AcidSecMPNN_020,3,0.5322844501039395,3.9368555559545433,50.65034825870647
Q9Z9J6,AcidSecMPNN_020,4,0.7789239490399993,1.7025535359699933,72.27774193548385
P0A7R6,AcidSecMPNN_020,7,0.8556939502621316,2.115406177884951,83.44203883495145
Q8TY15,AlkSecMPNN_020,7,0.260478870319782,6.827136941888925,34.66603878116343
B1YC30,AcidSecMPNN_020,5,0.434325156825976,4.99980392387339,53.1292748091603
A9A498,AlkSecMPNN_020,5,0.766266646222589,3.801930514777395,69.8311149825784
Q8TY15,AlkSecMPNN_020,2,0.3007910766307358,6.777786167478632,37.281828254847646
G0HQ35,AlkSecMPNN_020,3,0.2794105503212367,6.271227440352256,41.83891061452514
Q980U8,AcidSecMPNN_020,1,0.2214119969816362,6.1926032536141555,40.09991404011461
O58832,AcidSecMPNN_020,7,0.4605366619572456,5.762912860275847,58.91646198830409
Q54FJ9,AcidSecMPNN_020,4,0.414774718559156,5.282391145234883,54.170228758169934
P02819,AcidSecMPNN_020,1,0.7378119629464385,1.7631049162061254,82.24755102040815
O58832,AcidSecMPNN_020,1,0.6938501344969901,4.553967890325706,69.07201754385966
B1X495,AcidSecMPNN_020,3,0.4953418772940161,2.1137957812273487,83.07990291262138
Q07938,AlkSecMPNN_020,7,0.2879378095184832,6.545694431482117,35.314925816023745
Q07938,AlkSecMPNN_020,4,0.2931979060943491,5.072325378157878,39.22498516320475
B1X495,AcidSecMPNN_020,5,0.601811340323052,2.4346259356944606,75.92019417475726
P0A7R6,AlkSecMPNN_020,7,0.844180558803417,1.9305734334503983,86.1297087378641
B1YC30,AlkSecMPNN_020,0,0.2602594368246425,6.645204190692514,53.94259541984732
A9CIG1,AcidSecMPNN_020,1,0.3792655511058773,3.862213205906148,67.33188118811881
A0A1D8PCG7,AcidSecMPNN_020,0,0.6815701505434076,2.1114435098125948,71.2264367816092
Q8DLT5,AcidSecMPNN_020,2,0.2740745886634683,7.299436889376203,53.36465478841872
A0A1D8PCG7,AcidSecMPNN_020,3,0.7018025576984491,1.7123204284175857,72.4132183908046
Q8DLT5,AlkSecMPNN_020,7,0.2941205972176319,6.888919486713745,57.30383073496659
Q8DLT5,AcidSecMPNN_020,4,0.3243747335602684,7.178798282273609,56.14730512249443
Q980U8,AlkSecMPNN_020,3,0.4059358914202318,4.840226830797538,53.870659025787965
Q8TY15,AcidSecMPNN_020,2,0.2622290560565322,6.835988396624148,34.885900277008304
P60724,AlkSecMPNN_020,4,0.544084463566683,3.508962045995919,61.52432835820896
O67786,AlkSecMPNN_020,3,0.4980059216398958,4.800852416282376,52.85587443946187
A9CIG1,AlkSecMPNN_020,7,0.488249535264133,3.8631392266463167,76.81524752475248
Q6L047,WT_singleseq(control),-1,0.241394449591827,6.961779659373186,30.65142061281337
P60724,AcidSecMPNN_020,5,0.2697459796636051,5.090796806823637,41.15477611940299
O28542,AlkSecMPNN_020,7,0.4260996363142975,5.053271365116393,53.48711764705883
Q9Z9J6,AcidSecMPNN_020,2,0.372982082471291,3.4197393156037723,73.00016129032258
O67786,AlkSecMPNN_020,5,0.6346975452035307,3.4020037210580787,62.79170403587445
O28542,AlkSecMPNN_020,1,0.3955424341308168,5.219242686973307,51.048676470588234
O67786,AcidSecMPNN_020,7,0.446179862108565,4.475673001156192,67.78049327354259
Q54JL0,AcidSecMPNN_020,2,0.2793289932892925,4.717806115738636,47.860916271721955
Q54JL0,AlkSecMPNN_020,6,0.3412004180057795,5.456277449006954,46.4214691943128
Q69NP0,AlkSecMPNN_020,5,0.407800326905043,4.134100843640999,68.10247311827956
B1X495,AlkSecMPNN_020,7,0.7293617106527349,2.4404794737590256,76.39203883495146
Q07938,AcidSecMPNN_020,5,0.3039366562903389,5.561109600032706,38.535845697329385
A0A1D8PCG7,AlkSecMPNN_020,1,0.3801406423447475,3.8163691666014423,62.52666666666667
Q6L047,AlkSecMPNN_020,3,0.2738905036540763,5.721436898478068,35.12810584958217
B1X495,AlkSecMPNN_020,1,0.7388716419311389,2.145523850214868,82.88038834951459
P80505,AcidSecMPNN_020,7,0.2862651154293791,6.610309085480483,42.56448071216617
A0A1D8PCG7,AlkSecMPNN_020,2,0.4914119318913239,3.0001030422144304,70.66103448275862
A0A1D8PCG7,AlkSecMPNN_020,4,0.4137498922200405,4.6731386104107795,70.78172413793102
P80505,AcidSecMPNN_020,1,0.4069406696118626,4.9614050837478825,50.21044510385756
Q69NP0,AlkSecMPNN_020,3,0.756725051957089,2.1838526553799515,70.36903225806452
A9A498,AcidSecMPNN_020,6,0.3528047491449057,4.261472238540874,54.169024390243905
A9A498,AcidSecMPNN_020,0,0.4916659744882176,3.232655944466535,57.98993031358885
Q9Z9J6,AlkSecMPNN_020,3,0.9661834377077644,0.5254701161193752,91.1725806451613
Q9Z9J6,AlkSecMPNN_020,0,0.9728891939707064,0.487464229782459,92.03354838709674
Q6L047,AcidSecMPNN_020,0,0.249247267082192,6.923185912463963,37.09849582172702
G0HQ35,AcidSecMPNN_020,4,0.2985113895065906,5.296988155347542,42.66377094972067
Q4R312,AcidSecMPNN_020,2,0.6071692504604482,2.443699884310643,73.94060975609756
Q07938,AlkSecMPNN_020,2,0.3042027503877801,5.4952480170097,34.795430267062315
Q4R312,AcidSecMPNN_020,4,0.5717937114241273,2.7774678373008905,71.28682926829268
A0A1D8PCG7,WT_singleseq(control),-1,0.4236076811353504,3.079213381837325,54.10172413793104
A9CIG1,AcidSecMPNN_020,7,0.4354406779746121,3.5090524440348916,73.83643564356436
B1YC30,AlkSecMPNN_020,6,0.2834603509954423,5.72451591633836,51.136832061068695
P0A7R6,AlkSecMPNN_020,1,0.7443935900889026,2.343762016928947,84.04165048543686
B1YC30,WT_singleseq(control),-1,0.2599013738746875,4.756079863757237,42.566564885496184
Q6DIY2,AcidSecMPNN_020,5,0.2985664178240906,5.423832689054383,36.57620111731843
A9CIG1,WT_singleseq(control),-1,0.3540037335861334,3.749246008885495,72.55029702970297
B1YC30,AcidSecMPNN_020,3,0.5256226925091325,4.546967810004823,54.77190839694656
A9A498,AlkSecMPNN_020,3,0.9492896918550436,1.7553135447584325,83.96435540069686
P02819,AcidSecMPNN_020,7,0.5083433214640347,2.420678273602653,80.72714285714285
Q6DIY2,AlkSecMPNN_020,0,0.4805114977861227,4.68584117155688,51.747318435754195
Q54FJ9,AcidSecMPNN_020,2,0.5956192162356745,2.8006326174029663,75.56366013071896
O58832,AlkSecMPNN_020,2,0.7035481393926546,4.409339620786362,64.99988304093567
Q6DIY2,AlkSecMPNN_020,6,0.6949445596838237,3.4440530517402608,58.889944134078206
P0A7R6,WT_singleseq(control),-1,0.8009162156538289,2.079079911185997,78.17349514563107
G0HQ35,AlkSecMPNN_020,0,0.453385466905397,3.863988013407593,57.226871508379894
Q980U8,AcidSecMPNN_020,7,0.2883697593490936,5.564992849161068,43.55555873925501
Q9N2D5,AlkSecMPNN_020,2,0.442677378481084,4.483431958219183,50.90111111111111
G0HQ35,AlkSecMPNN_020,6,0.3999204819164093,3.1911254157423614,61.96927374301676
Q9N2D5,AlkSecMPNN_020,4,0.2785763181943939,6.589559451906463,36.74957957957958
A9CIG1,AlkSecMPNN_020,2,0.3970892881734745,3.298299952165181,70.35079207920793
A9CIG1,AlkSecMPNN_020,1,0.4602178272222651,4.0484978354513235,68.53415841584159
P60724,AcidSecMPNN_020,0,0.4970032805594239,3.798891509496482,50.081840796019904
P0A7R6,AcidSecMPNN_020,1,0.6026735706445421,2.1689421742291164,73.7035922330097
P80505,AlkSecMPNN_020,6,0.3973007918740397,5.338207064805986,43.89130563798219
O67786,AlkSecMPNN_020,0,0.4871456088386421,4.316010169226539,59.20596412556054
Q9Z9J6,AcidSecMPNN_020,7,0.9448208268323895,0.7855683407560992,89.05338709677422
P60724,AlkSecMPNN_020,1,0.2944841694013189,3.7901390180389103,47.80820895522388
A9CIG1,AlkSecMPNN_020,4,0.4561399349254831,3.4401204165481167,77.80475247524754
O67786,AcidSecMPNN_020,2,0.5333618500885863,5.150256344979404,57.73179372197309
Q8DLT5,AlkSecMPNN_020,4,0.3232194922496926,7.437644497440008,58.69648106904232
Q9N2D5,AcidSecMPNN_020,1,0.2620966393180083,5.428311555290199,39.54606606606607
A0A1D8PCG7,AcidSecMPNN_020,6,0.4168668483182941,3.769088624487583,54.61827586206896
Q9N2D5,AcidSecMPNN_020,7,0.4262266330572685,5.082998704919762,37.87375375375375
Q980U8,AlkSecMPNN_020,6,0.2774316388292223,5.783587478077719,46.77518624641834
Q8TY15,AcidSecMPNN_020,7,0.276800915919804,7.273312588031856,39.1286703601108
Q4R312,AlkSecMPNN_020,4,0.7388937347182966,1.771439888070106,79.52853658536586
Q69NP0,AcidSecMPNN_020,1,0.3880031839041661,4.228092312015238,49.94344086021506
A9A498,AcidSecMPNN_020,5,0.6165033486503825,3.822674810044404,58.27787456445993
Q9Z9J6,AlkSecMPNN_020,5,0.9687124640389738,0.5243336433586906,90.7391935483871
P02819,WT_singleseq(control),-1,0.7308497059857545,1.2334826455211636,78.21530612244898
P80505,WT_singleseq(control),-1,0.2941031258247364,5.57200974793759,32.77480712166172
Q6L047,AcidSecMPNN_020,5,0.2765233768433924,7.201120877533006,36.00557103064067
G0HQ35,AcidSecMPNN_020,1,0.283177864687016,6.434981442943445,40.26108938547486
Q69NP0,AlkSecMPNN_020,0,0.6721347725142183,2.841975962021886,66.86086021505376
Q6L047,AlkSecMPNN_020,0,0.4794678722220652,3.492956418991158,42.029972144846795
O28542,AcidSecMPNN_020,6,0.3979307911685459,4.452314467691019,48.53097058823529
Q07938,AcidSecMPNN_020,0,0.1991594293986127,6.903534553832019,35.49528189910979
Q6L047,AlkSecMPNN_020,6,0.2594738667736734,6.94747706512746,33.867966573816155
B1X495,AlkSecMPNN_020,2,0.5823559964029781,3.3394705014212356,80.92252427184465
P80505,AcidSecMPNN_020,4,0.419157609645454,5.411084695797378,40.52109792284867
Q54JL0,AcidSecMPNN_020,7,0.2953165414741965,5.344652355358265,43.16007898894155
Q69NP0,AlkSecMPNN_020,6,0.8492311016188382,2.0281300918893246,82.49946236559141
B1YC30,AlkSecMPNN_020,3,0.2735711344521849,3.2099203262612397,44.66992366412214
P0A7R6,AlkSecMPNN_020,4,0.8012648632823453,2.4765283508851166,83.20834951456308
A9CIG1,AcidSecMPNN_020,2,0.3626726452046224,2.851381432839179,63.14980198019801
Q69NP0,WT_singleseq(control),-1,0.4705573660270628,3.5365408496120883,49.67107526881721
Q4R312,AcidSecMPNN_020,1,0.5954235295969877,2.2219093927256583,73.82085365853658
P02819,AcidSecMPNN_020,2,0.7189078879232571,1.6556553400695049,84.0604081632653
Q6DIY2,AlkSecMPNN_020,3,0.4672779169288765,4.392155699345049,45.89854748603352
O58832,AlkSecMPNN_020,1,0.7426101853889141,3.733936353007486,74.73061403508771
G0HQ35,AlkSecMPNN_020,5,0.3987573635862384,4.887513478021928,62.43645251396648
Q9N2D5,AlkSecMPNN_020,1,0.4514672804639948,4.229217873573972,48.62318318318319
Q8TY15,AlkSecMPNN_020,1,0.2859176964446866,6.99235771088252,34.82772853185595
Q6DIY2,AcidSecMPNN_020,3,0.3577910774445859,5.534249161030107,35.57798882681565
Q6DIY2,AcidSecMPNN_020,6,0.3946579934431068,4.109874909616187,39.40675977653631
A9A498,AlkSecMPNN_020,0,0.9372681047681918,1.6765184459992262,73.9915331010453
Q4R312,AlkSecMPNN_020,2,0.7327978024274582,1.7565176880702018,76.79670731707317
P02819,AlkSecMPNN_020,1,0.6725428050467536,2.248156008556317,81.24020408163265
Q69NP0,AcidSecMPNN_020,7,0.612704566776539,3.011108093096595,51.25430107526881
P02819,AlkSecMPNN_020,7,0.2588492567112537,2.3361416299209288,90.54836734693878
A9A498,AcidSecMPNN_020,3,0.4184550297951971,4.4839220325819245,47.510278745644605
Q4R312,AlkSecMPNN_020,1,0.6512714317170605,1.8211348772393023,77.735
G0HQ35,AcidSecMPNN_020,7,0.3139479403596069,5.413199698850443,40.05301675977653
Q6L047,AcidSecMPNN_020,3,0.2959289351384944,7.430513565000499,36.39016713091922
Q54JL0,AlkSecMPNN_020,5,0.3336077628651568,7.657094780103205,47.905939968404425
Q54JL0,AcidSecMPNN_020,1,0.3141518275520629,4.687395601327847,46.665102685624014
Q07938,AcidSecMPNN_020,6,0.2751473193517876,5.811242474282597,38.922462908011866
O28542,AcidSecMPNN_020,0,0.4014264571358156,4.397691149345948,49.90832352941176
Q54FJ9,AlkSecMPNN_020,4,0.8088632943410509,2.879564733942544,65.77823529411765
B1X495,AlkSecMPNN_020,4,0.7093457247413465,2.3363706647470965,80.23893203883495
Q54FJ9,AlkSecMPNN_020,2,0.5983509925269065,2.6683554362965625,65.7493137254902
P60724,AlkSecMPNN_020,7,0.7487723082057273,3.068740672998606,70.89457711442786
P60724,AcidSecMPNN_020,6,0.4802573719117282,3.2974838868926093,49.615124378109456
P0A7R6,AcidSecMPNN_020,4,0.6405136709366217,1.640109621781164,70.28757281553399
O67786,AcidSecMPNN_020,4,0.4299238136395176,4.895970019330367,51.5403139013453
O67786,AlkSecMPNN_020,6,0.904515218093295,2.3141188265734307,80.20076233183859
P80505,AlkSecMPNN_020,0,0.4736618677941233,3.744747738358513,48.0280118694362
Q9Z9J6,AcidSecMPNN_020,1,0.9732875261816588,0.459935729498298,90.73774193548388
P0A7R6,AcidSecMPNN_020,2,0.8601293127924737,2.310320716165214,83.32106796116504
O28542,AlkSecMPNN_020,4,0.3707329392743642,5.3988561068860434,44.60744117647059
O28542,AlkSecMPNN_020,2,0.5301208321158603,5.3866498434197885,61.15061764705882
Q8DLT5,AcidSecMPNN_020,1,0.3263121436978366,4.757415496219752,56.216971046770595
Q8DLT5,AlkSecMPNN_020,1,0.3242203295029681,7.412713233810474,55.17755011135857
Q8DLT5,AlkSecMPNN_020,2,0.3074351720673082,7.34427515486832,57.36077951002227
Q8TY15,AcidSecMPNN_020,1,0.2803759860609752,6.655868190438337,34.96628808864266
Q8DLT5,AcidSecMPNN_020,7,0.2802915314481915,7.978235141151567,57.53815144766146
Q980U8,AlkSecMPNN_020,0,0.2845022848249395,5.906731474247806,50.90828080229226
A0A1D8PCG7,AcidSecMPNN_020,5,0.6637634534545909,1.7790606791763632,75.14862068965516
P02819,AcidSecMPNN_020,4,0.6816943256072396,1.6830377569279122,80.09204081632653
O58832,AcidSecMPNN_020,2,0.5646695548791847,4.297274574041675,71.67567251461989
Q980U8,AcidSecMPNN_020,4,0.3086383068343674,5.950465273349793,41.88541547277936
O58832,AlkSecMPNN_020,7,0.5322150325214599,5.191792049357069,67.93885964912279
O58832,AlkSecMPNN_020,4,0.7263523818702949,3.925582424153848,68.63821637426902
Q54FJ9,AcidSecMPNN_020,1,0.6148158671638363,2.319537557404575,70.3566339869281
Q54FJ9,AcidSecMPNN_020,7,0.5955926460991139,2.9225252192128885,65.33088235294117
Q6DIY2,AlkSecMPNN_020,5,0.3618718996091566,5.679863022896046,39.82759776536314
Q980U8,AcidSecMPNN_020,2,0.2689508752521945,6.023829980955782,39.05575931232092
O58832,AcidSecMPNN_020,4,0.4555024543803963,4.925405502088464,50.42862573099414
Q9N2D5,AlkSecMPNN_020,7,0.5032325049300872,4.831022510966832,53.794654654654664
A9A498,AlkSecMPNN_020,6,0.9285540828450086,1.88229082501165,81.74864111498258
B1YC30,AcidSecMPNN_020,6,0.4346401315280764,4.772359095967903,59.655648854961825
