Entry,species,domain,protein_name,protein_family,broad_function,solublempnn_score,esmif_score,mif_score,mifst_score,carp_640M_score,ESM2_15B_pppl_score,caliby_score,triflow_score,esm3_struct_cond_score,esm3_seq_only_score,progen2_score,progen2_XL_score,protgpt2_score,sequence_length,mw_per_residue,isoelectric_point,charge_at_ph7,charge_per_residue,buffer_capacity,basic_residue_fraction,acidic_residue_fraction,gravy,aromaticity,hydrophobic_fraction,instability_index,proline_fraction,small_residue_fraction,helix_percent,sheet_percent,loop_percent,ordered_percent,helix_sheet_contrast,rco,avg_cb_distance,surface_exposure,compactness,avg_plddt,soluble_caliby_score,deepstabp_tm,proteinmpnn_score,ProteinMPNN_v020_score,AlkSecMPNN_020_score,AcidSecMPNN_020_score
A0A1D8PPN6,Candida albicans,Eukaryota,Large ribosomal subunit protein eL32,Eukaryotic ribosomal protein eL32 family,ribosomal,-1.904853343963623,-1.5990811413481,-1.7724180221557615,-1.1442500352859497,-1.2288923263549805,-1.028155124,1.459136,-1.711332,-1.21103,-1.282962,-1.96209716796875,-1.1616511454109018,-3.1216593735090647,131,114.17090458015268,10.536728858947754,23.913977503395454,0.182549446590805,1.8673047938723215,0.2824427480916031,0.0610687022900763,-0.7175572519083969,0.0763358778625954,0.366412213740458,33.57633587786259,0.0458015267175572,0.2366412213740458,0.305343511450382,0.557251908396947,0.1374045801526709,0.8625954198473291,-0.251908396946565,0.185677935296256,19.8009338378906,0.297709923664122,20.5319709777832,92.5728244274809,1.468698,44.94719118721021,-1.9071811437606812,-1.9071811437606812,-1.9574750661849976,-1.8321086168289185
A0A1D8PPT5,Candida albicans,Eukaryota,Large ribosomal subunit protein uL14,Universal ribosomal protein uL14 family,ribosomal,-1.7148979902267456,-1.24844293524749,-1.5751265287399292,-0.5374901294708252,-0.5679264068603516,-0.630289198,1.744223,-1.172818,-0.776557,-0.827322,-1.0590226667640854,-0.7028752347848711,-2.2375200925952328,137,105.64837591240877,10.246427726745605,11.483312346949363,0.083819798152915,0.6515707847424146,0.1532846715328467,0.0656934306569343,-0.0635036496350364,0.0510948905109489,0.4817518248175182,37.927737226277344,0.0583941605839416,0.3284671532846716,0.109489051094891,0.854014598540146,0.0364963503649629,0.9635036496350372,-0.744525547445255,0.24390047183127,13.3026752471924,0.299270072992701,13.8348398208618,95.0025547445255,1.766429,44.20561121095648,-1.6574482917785645,-1.6574482917785645,-1.827462911605835,-1.5951579809188845
A0A1D8PQQ5,Candida albicans,Eukaryota,Small ribosomal subunit protein uS13,Universal ribosomal protein uS13 family,ribosomal,-1.9903099536895752,-1.50765191439925,-1.8903284072875977,-0.8016554117202759,-0.8635067343711853,-1.534866701,1.430862,-1.756323,-0.848706,-0.983874,-1.3148136533539871,-0.8867501094423491,-2.5142748602505387,145,117.16905448275864,10.3437105178833,13.939510645696831,0.0961345561772195,1.884430544241587,0.2344827586206896,0.1034482758620689,-0.7,0.0620689655172413,0.3586206896551724,31.093103448275844,0.0206896551724137,0.2,0.468965517241379,0.317241379310345,0.2137931034482759,0.786206896551724,0.151724137931034,0.116819141449683,18.1553230285645,0.303448275862069,19.5572280883789,90.7706206896552,1.486183,44.23891665110487,-1.9508934020996096,-1.9508934020996096,-2.0754239559173584,-2.0848634243011475
A0A1D8PSC5,Candida albicans,Eukaryota,Large ribosomal subunit protein uL15,Universal ribosomal protein uL15 family,ribosomal,-1.844523787498474,-1.6066302613124,-1.7915399074554443,-0.6736478805541992,-0.729398787021637,-0.4842378,1.60541,-1.933016,-0.918728,-1.035598,-1.3511815423133389,-0.8662018231897546,-2.16047228102716,149,111.8324966442953,10.422555351257325,18.37427658682188,0.1233172925290058,3.041706065298783,0.2684563758389262,0.0805369127516778,-0.7201342281879194,0.0738255033557047,0.3624161073825503,18.435570469798645,0.046979865771812,0.2751677852348993,0.422818791946309,0.442953020134228,0.134228187919463,0.865771812080537,-0.0201342281879189,0.11796155158685,27.6283588409424,0.302013422818792,28.8725452423096,94.9026174496644,1.617854,45.62983893762305,-1.8233163356781008,-1.8233163356781008,-1.979329824447632,-1.899335026741028
A0A1D8PSV5,Candida albicans,Eukaryota,Small ribosomal subunit protein uS3,Universal ribosomal protein uS3 family,ribosomal,-1.948866605758667,-1.48245871494491,-1.757526993751526,-1.156160831451416,-1.3064720630645752,-1.691882854,1.476375,-1.078955,-1.081549,-1.340335,-1.777653059636454,-1.2457683912786357,-2.902235783428785,251,108.65017410358566,9.219317436218262,4.8123939227885515,0.019172884154536,1.6479123489153658,0.1673306772908366,0.1354581673306772,-0.1697211155378486,0.0557768924302788,0.4661354581673307,30.70163346613545,0.0398406374501992,0.3027888446215139,0.382470119521912,0.454183266932271,0.1633466135458169,0.836653386454183,-0.071713147410359,0.0996200811602776,27.9089164733887,0.298804780876494,32.6670188903809,85.9084462151394,1.484245,44.37772624459397,-1.9133716821670532,-1.9133716821670532,-2.0304088592529297,-1.983988881111145
A0A1D8PTR4,Candida albicans,Eukaryota,Small ribosomal subunit protein uS14,Universal ribosomal protein uS14 family,ribosomal,-2.003908634185791,-1.70857579367501,-2.010493516921997,-0.7482424974441528,-0.8150230050086975,-1.571998413,1.434763,-1.590034,-0.892054,-0.973939,-2.921689714704241,-1.42351313999721,-1.818056651524135,56,117.86536785714286,9.841243934631349,6.81124592069575,0.1216293914409955,1.6165826666623548,0.2678571428571428,0.0714285714285714,-0.8821428571428571,0.125,0.2857142857142857,17.81607142857143,0.0178571428571428,0.2321428571428571,0.339285714285714,0.482142857142857,0.178571428571429,0.821428571428571,-0.1428571428571429,0.146997929606625,14.3201971054077,0.303571428571428,16.0219345092773,93.7557142857143,1.424897,44.34004455024894,-2.0499136447906494,-2.0499136447906494,-2.1472198963165283,-1.897316813468933
A0BD92,Paramecium tetraurelia,Eukaryota,Adenylosuccinate synthetase (AMPSase) (AdSS),Adenylosuccinate synthetase family,ligase,-1.480358004570007,-0.712257756987747,-1.1902766227722168,-1.0025222301483154,-1.3625141382217407,-1.267056524,1.834176,-0.910442,-0.900141,-1.238933,-1.5276037512688516,-1.45598997040857,-2.196459564421404,431,110.34582993039444,8.022590827941894,2.0961244444045164,0.0048633977828411,3.127741322638098,0.1345707656612529,0.1136890951276102,-0.1642691415313225,0.0719257540603248,0.3944315545243619,28.21670533642691,0.0324825986078886,0.2737819025522041,0.419953596287703,0.487238979118329,0.092807424593968,0.907192575406032,-0.0672853828306259,0.162484164377322,20.6163101196289,0.299303944315545,21.59987449646,95.2291647331787,1.884625,50.72156528617654,-1.4423601627349854,-1.4423601627349854,-1.619580864906311,-1.5095741748809814
A0CC46,Paramecium tetraurelia,Eukaryota,tRNA (guanine(37)-N1)-methyltransferase,Class I-like SAM-binding methyltransferase superfamily,transferase,-1.6090713739395142,-1.13794119284442,-1.4948703050613403,-1.3901152610778809,-2.002023935317993,-1.458957763,1.765232,-1.121087,-1.181662,-1.807927,-2.473835199858967,-2.468317679724614,-2.989937462885986,421,116.65827957244656,6.355815696716308,-2.7380327765522807,-0.0065036407994115,3.876434060501989,0.1496437054631829,0.1353919239904988,-0.3907363420427553,0.0997624703087886,0.3966745843230403,39.450118764845605,0.0332541567695962,0.1425178147268408,0.475059382422803,0.429928741092637,0.09501187648456,0.90498812351544,0.0451306413301659,0.0733023421106956,26.5405178070068,0.299287410926366,28.581672668457,89.2457244655582,1.777436,48.78739067197372,-1.5816079378128052,-1.5816079378128052,-1.7344037294387815,-1.6773991584777832
A0E3W6,Paramecium tetraurelia,Eukaryota,NAD(P)H-hydrate epimerase,NnrE/AIBP family,isomerase,-1.3948851823806765,-0.869136171791175,-1.2367252111434937,-0.9550390243530272,-1.518395185470581,-1.009966619,2.010377,-1.030737,-1.027705,-1.317886,-1.987017848460971,-1.90434022829768,-2.820083028768777,233,113.90231502145922,5.961239433288575,-2.2322839153037073,-0.0095806176622476,1.597321164797691,0.111587982832618,0.1072961373390558,-0.2476394849785408,0.1030042918454935,0.424892703862661,39.18712446351931,0.0600858369098712,0.1888412017167382,0.412017167381974,0.467811158798283,0.1201716738197429,0.8798283261802571,-0.0557939914163089,0.168873074981065,15.9254188537598,0.300429184549356,16.6293354034424,95.0063090128756,1.990598,53.51684900151898,-1.3815371990203855,-1.3815371990203855,-1.4895600080490112,-1.4576280117034912
A0JMD0,Danio rerio,Eukaryota,Clustered mitochondria protein homolog,CLU family,RNA-binding,-1.9211572408676147,-2.77026053292411,-1.7360022068023682,-0.7169048190116882,-0.7390648722648621,-1.334990494,1.442976,-1.633105,-1.741198,-2.571735,-0.6003276715959821,,-2.8722720772879464,1400,111.29165592857142,5.454065132141112,-43.62582377718658,-0.0311613026979904,14.612593953788618,0.135,0.1371428571428571,-0.3943571428571428,0.0685714285714285,0.4021428571428571,44.57636428571456,0.0471428571428571,0.2635714285714285,0.520714285714286,0.395714285714286,0.0835714285714279,0.916428571428572,0.125,0.0660273896957314,34.9707107543945,0.3,37.2184028625488,78.7933785714286,1.462011,49.76597300663204,-1.8953447341918943,-1.8953447341918943,-2.0061683654785156,-1.920244812965393
A0JMI9,Danio rerio,Eukaryota,"Ribosome-releasing factor 2, mitochondrial",TRAFAC class translation factor GTPase superfamily,GTPase,-1.7638180255889893,-1.79369540477362,-1.5769435167312622,-0.9671892523765564,-1.112328052520752,-1.184402539,1.702046,-1.694468,-1.184968,-1.505735,-1.0900995850250164,-0.8192513533464567,-1.9711539200910433,762,109.76619553805774,5.851369667053221,-10.182406163275544,-0.0133627377470807,5.676675543415591,0.1259842519685039,0.1207349081364829,-0.1253280839895013,0.0511811023622047,0.4409448818897638,50.32020997375345,0.0419947506561679,0.2821522309711286,0.388451443569554,0.511811023622047,0.0997375328083989,0.9002624671916011,-0.1233595800524929,0.0707957482326203,29.4112911224365,0.300524934383202,31.9406242370605,81.3659842519685,1.738366,47.76167253669787,-1.7390817403793335,-1.7390817403793335,-1.8112620115280151,-1.7087007761001587
A0JNN3,Bos taurus,Eukaryota,Mediator of RNA polymerase II transcription subunit 31,Mediator complex subunit 31 family,transcription,-2.0497984886169434,-1.62531332933266,-1.918203353881836,-0.5732898116111755,-0.581541121006012,-0.057421836,1.234312,-1.583433,-1.634909,-2.381991,-0.8178448859061903,-0.5626599843265446,-2.028772252206584,131,120.5263320610687,8.718204689025882,2.83188611447412,0.0216174512555276,1.7597361849805893,0.1603053435114503,0.1068702290076335,-0.6244274809160305,0.1450381679389313,0.4122137404580153,33.4618320610687,0.0229007633587786,0.1526717557251908,0.870229007633588,0.0687022900763358,0.0610687022900761,0.9389312977099238,0.8015267175572522,0.132612383375742,18.8492984771729,0.297709923664122,21.0004081726074,93.0849618320611,1.263609,49.94244832637789,-2.0210771560668945,-2.0210771560668945,-2.211684226989746,-1.9747838973999023
A0JPM9,Rattus norvegicus,Eukaryota,Eukaryotic translation initiation factor 3 subunit J,EIF-3 subunit J family,translation_factor,-2.491899013519287,-2.26073087596525,-2.241002082824707,-0.9844187498092652,-1.000750184059143,-0.160212442,0.924807,-2.562342,-1.796595,-2.289194,-0.9491032780827704,-0.4215456104646778,-2.582832719368364,259,112.6915444015444,4.679690742492675,-18.438114263500452,-0.0711896303610056,1.334059019665581,0.1737451737451737,0.2432432432432432,-1.0204633204633204,0.0656370656370656,0.3204633204633205,44.74710424710423,0.0231660231660231,0.2432432432432432,0.474903474903475,0.324324324324324,0.2007722007722009,0.799227799227799,0.150579150579151,0.0174013299013299,40.9786491394043,0.301158301158301,43.4706192016602,67.8405791505791,0.978334,52.74809333500873,-2.476783275604248,-2.476783275604248,-2.472778797149658,-2.560741424560547
A0JPN6,Rattus norvegicus,Eukaryota,Mediator of RNA polymerase II transcription subunit 22,Mediator complex subunit 22 family,transcription,-2.6539487838745117,-2.28282287597656,-2.407262802124023,-2.2978062629699707,-2.5836052894592285,-0.258246282,0.747467,-2.720876,-1.888774,-2.703536,-1.89808837890625,-0.7439633178710937,-3.30756103515625,200,111.557784,4.561067771911622,-16.124405591193852,-0.0806220279559692,1.9233659882416827,0.115,0.175,-0.5865,0.0499999999999999,0.375,60.7765,0.045,0.27,0.695,0.27,0.035,0.965,0.4249999999999999,0.0494751381215469,40.7830696105957,0.3,44.7379264831543,78.426,0.781718,52.52794728980402,-2.649327278137207,-2.649327278137207,-2.6161506175994873,-2.638810396194458
A0KEM2,Aeromonas hydrophila,Bacteria,Glucose-6-phosphate isomerase (GPI),GPI family,isomerase,-1.5718038082122805,-0.985336665030168,-1.3795225620269775,-0.7134169340133667,-0.8274077773094177,-0.771405158,1.761535,-1.145346,-0.575931,-0.73911,-0.8137220372267759,-0.6873624207543545,-1.8755938976405968,549,111.61412222222222,5.956067085266113,-8.985117811802347,-0.0163663348120261,5.5296797660593775,0.1256830601092896,0.1129326047358834,-0.2061930783242259,0.1092896174863388,0.448087431693989,28.860510018214946,0.0400728597449908,0.2786885245901639,0.593806921675774,0.309653916211293,0.096539162112933,0.903460837887067,0.2841530054644809,0.134217976397019,24.2280941009521,0.300546448087432,25.7793521881104,98.1110200364299,1.726661,55.947421580344994,-1.5451830625534058,-1.5451830625534058,-1.6834056377410889,-1.5979571342468262
