model,uniprot_id,func_recovery,bg_recovery,n_func
MIF,P02819,0.25,0.5111111111111111,4
MIF,P02819,0.0,0.5555555555555556,4
MIF,P02819,0.25,0.4666666666666667,4
MIF-ST,P02819,0.0,0.4888888888888889,4
MIF-ST,P02819,0.0,0.4,4
MIF-ST,P02819,0.0,0.37777777777777777,4
MIF-ST,P02819,0.25,0.4888888888888889,4
MIF-ST,P02819,0.0,0.2222222222222222,4
MIF-ST,P02819,0.25,0.4444444444444444,4
MIF-ST,P02819,0.25,0.37777777777777777,4
MIF-ST,P02819,0.25,0.4666666666666667,4
ProteinMPNN,P02819,0.25,0.5111111111111111,4
ProteinMPNN,P02819,0.0,0.4888888888888889,4
ProteinMPNN,P02819,0.25,0.5111111111111111,4
ProteinMPNN,P02819,0.0,0.5111111111111111,4
ProteinMPNN,P02819,0.0,0.4888888888888889,4
ProteinMPNN,P02819,0.0,0.5111111111111111,4
ProteinMPNN,P02819,0.25,0.4666666666666667,4
ProteinMPNN,P02819,0.0,0.4444444444444444,4
SolubleCaliby,P02819,0.0,0.4666666666666667,4
SolubleCaliby,P02819,0.0,0.4444444444444444,4
SolubleCaliby,P02819,0.0,0.4444444444444444,4
SolubleCaliby,P02819,0.0,0.4666666666666667,4
SolubleCaliby,P02819,0.0,0.5111111111111111,4
SolubleCaliby,P02819,0.0,0.37777777777777777,4
SolubleCaliby,P02819,0.0,0.4666666666666667,4
SolubleCaliby,P02819,0.0,0.4666666666666667,4
SolubleMPNN,P02819,0.25,0.4888888888888889,4
SolubleMPNN,P02819,0.5,0.4888888888888889,4
SolubleMPNN,P02819,0.25,0.5333333333333333,4
SolubleMPNN,P02819,0.25,0.6,4
SolubleMPNN,P02819,0.75,0.5111111111111111,4
SolubleMPNN,P02819,0.5,0.5333333333333333,4
SolubleMPNN,P02819,0.5,0.4888888888888889,4
SolubleMPNN,P02819,0.25,0.4888888888888889,4
Caliby,P80505,0.4,0.4503105590062112,15
Caliby,P80505,0.26666666666666666,0.43788819875776397,15
Caliby,P80505,0.4,0.453416149068323,15
Caliby,P80505,0.3333333333333333,0.4472049689440994,15
Caliby,P80505,0.4,0.4503105590062112,15
Caliby,P80505,0.4,0.4503105590062112,15
Caliby,P80505,0.4,0.4472049689440994,15
Caliby,P80505,0.3333333333333333,0.4503105590062112,15
ESM-IF,P80505,0.5333333333333333,0.65527950310559,15
ESM-IF,P80505,0.5333333333333333,0.6614906832298136,15
ESM-IF,P80505,0.5333333333333333,0.6708074534161491,15
ESM-IF,P80505,0.5333333333333333,0.65527950310559,15
ESM-IF,P80505,0.5333333333333333,0.6708074534161491,15
ESM-IF,P80505,0.5333333333333333,0.6335403726708074,15
ESM-IF,P80505,0.4666666666666667,0.6614906832298136,15
ESM-IF,P80505,0.5333333333333333,0.6708074534161491,15
MIF,P80505,0.3333333333333333,0.5186335403726708,15
MIF,P80505,0.4666666666666667,0.5124223602484472,15
MIF,P80505,0.3333333333333333,0.5279503105590062,15
MIF,P80505,0.4666666666666667,0.531055900621118,15
MIF,P80505,0.4666666666666667,0.5217391304347826,15
MIF,P80505,0.4666666666666667,0.515527950310559,15
MIF,P80505,0.4,0.5186335403726708,15
MIF,P80505,0.4666666666666667,0.5434782608695652,15
MIF-ST,P80505,0.3333333333333333,0.32919254658385094,15
MIF-ST,P80505,0.13333333333333333,0.38819875776397517,15
MIF-ST,P80505,0.26666666666666666,0.37577639751552794,15
MIF-ST,P80505,0.26666666666666666,0.35714285714285715,15
MIF-ST,P80505,0.2,0.35714285714285715,15
MIF-ST,P80505,0.13333333333333333,0.37267080745341613,15
MIF-ST,P80505,0.2,0.3385093167701863,15
MIF-ST,P80505,0.26666666666666666,0.3385093167701863,15
ProteinMPNN,P80505,0.3333333333333333,0.5372670807453416,15
ProteinMPNN,P80505,0.3333333333333333,0.4937888198757764,15
ProteinMPNN,P80505,0.3333333333333333,0.5124223602484472,15
ProteinMPNN,P80505,0.4,0.5279503105590062,15
ProteinMPNN,P80505,0.4,0.5124223602484472,15
ProteinMPNN,P80505,0.3333333333333333,0.5093167701863354,15
ProteinMPNN,P80505,0.4,0.5248447204968945,15
ProteinMPNN,P80505,0.26666666666666666,0.5248447204968945,15
SolubleCaliby,P80505,0.3333333333333333,0.43478260869565216,15
SolubleCaliby,P80505,0.2,0.4409937888198758,15
SolubleCaliby,P80505,0.3333333333333333,0.4472049689440994,15
SolubleCaliby,P80505,0.26666666666666666,0.453416149068323,15
SolubleCaliby,P80505,0.26666666666666666,0.45652173913043476,15
SolubleCaliby,P80505,0.26666666666666666,0.4440993788819876,15
SolubleCaliby,P80505,0.2,0.4472049689440994,15
SolubleCaliby,P80505,0.2,0.4409937888198758,15
SolubleMPNN,P80505,0.4666666666666667,0.5031055900621118,15
SolubleMPNN,P80505,0.4,0.5124223602484472,15
SolubleMPNN,P80505,0.4666666666666667,0.5031055900621118,15
SolubleMPNN,P80505,0.3333333333333333,0.5093167701863354,15
SolubleMPNN,P80505,0.3333333333333333,0.5124223602484472,15
SolubleMPNN,P80505,0.13333333333333333,0.5093167701863354,15
SolubleMPNN,P80505,0.3333333333333333,0.4782608695652174,15
SolubleMPNN,P80505,0.3333333333333333,0.5,15
Caliby,Q07938,0.0,0.40307692307692305,12
Caliby,Q07938,0.0,0.39076923076923076,12
Caliby,Q07938,0.0,0.40615384615384614,12
Caliby,Q07938,0.0,0.39692307692307693,12
Caliby,Q07938,0.0,0.40615384615384614,12
Caliby,Q07938,0.0,0.36615384615384616,12
Caliby,Q07938,0.0,0.40615384615384614,12
Caliby,Q07938,0.0,0.4153846153846154,12
ESM-IF,Q07938,0.75,0.6307692307692307,12
ESM-IF,Q07938,0.75,0.6215384615384615,12
ESM-IF,Q07938,0.75,0.6123076923076923,12
ESM-IF,Q07938,0.6666666666666666,0.6276923076923077,12
ESM-IF,Q07938,0.75,0.6184615384615385,12
ESM-IF,Q07938,0.75,0.6184615384615385,12
ESM-IF,Q07938,0.8333333333333334,0.6276923076923077,12
ESM-IF,Q07938,0.75,0.6123076923076923,12
MIF,Q07938,0.0,0.4492307692307692,12
MIF,Q07938,0.08333333333333333,0.46153846153846156,12
MIF,Q07938,0.0,0.4430769230769231,12
MIF,Q07938,0.08333333333333333,0.4461538461538462,12
MIF,Q07938,0.25,0.47384615384615386,12
MIF,Q07938,0.16666666666666666,0.4307692307692308,12
MIF,Q07938,0.0,0.47384615384615386,12
MIF,Q07938,0.0,0.4523076923076923,12
MIF-ST,Q07938,0.0,0.23384615384615384,12
MIF-ST,Q07938,0.08333333333333333,0.3384615384615385,12
MIF-ST,Q07938,0.0,0.30153846153846153,12
MIF-ST,Q07938,0.0,0.28307692307692306,12
MIF-ST,Q07938,0.0,0.25846153846153846,12
MIF-ST,Q07938,0.08333333333333333,0.2523076923076923,12
MIF-ST,Q07938,0.0,0.3169230769230769,12
MIF-ST,Q07938,0.08333333333333333,0.23692307692307693,12
ProteinMPNN,Q07938,0.25,0.4707692307692308,12
ProteinMPNN,Q07938,0.3333333333333333,0.4553846153846154,12
ProteinMPNN,Q07938,0.16666666666666666,0.4523076923076923,12
ProteinMPNN,Q07938,0.16666666666666666,0.4646153846153846,12
ProteinMPNN,Q07938,0.3333333333333333,0.4646153846153846,12
ProteinMPNN,Q07938,0.25,0.4646153846153846,12
ProteinMPNN,Q07938,0.25,0.4430769230769231,12
ProteinMPNN,Q07938,0.25,0.4430769230769231,12
SolubleCaliby,Q07938,0.0,0.36,12
SolubleCaliby,Q07938,0.0,0.37538461538461537,12
SolubleCaliby,Q07938,0.0,0.3446153846153846,12
SolubleCaliby,Q07938,0.0,0.36923076923076925,12
SolubleCaliby,Q07938,0.0,0.36923076923076925,12
SolubleCaliby,Q07938,0.0,0.3723076923076923,12
SolubleCaliby,Q07938,0.08333333333333333,0.3723076923076923,12
SolubleCaliby,Q07938,0.0,0.39076923076923076,12
SolubleMPNN,Q07938,0.08333333333333333,0.48307692307692307,12
SolubleMPNN,Q07938,0.16666666666666666,0.4523076923076923,12
SolubleMPNN,Q07938,0.08333333333333333,0.47384615384615386,12
SolubleMPNN,Q07938,0.25,0.4584615384615385,12
SolubleMPNN,Q07938,0.08333333333333333,0.4461538461538462,12
SolubleMPNN,Q07938,0.08333333333333333,0.4523076923076923,12
SolubleMPNN,Q07938,0.08333333333333333,0.4430769230769231,12
SolubleMPNN,Q07938,0.16666666666666666,0.4646153846153846,12
Caliby,Q4R312,1.0,0.34615384615384615,4
Caliby,Q4R312,1.0,0.3333333333333333,4
Caliby,Q4R312,1.0,0.3333333333333333,4
Caliby,Q4R312,1.0,0.32051282051282054,4
Caliby,Q4R312,1.0,0.3333333333333333,4
Caliby,Q4R312,1.0,0.32051282051282054,4
Caliby,Q4R312,1.0,0.3333333333333333,4
Caliby,Q4R312,1.0,0.28205128205128205,4
ESM-IF,Q4R312,1.0,0.47435897435897434,4
ESM-IF,Q4R312,1.0,0.47435897435897434,4
ESM-IF,Q4R312,1.0,0.48717948717948717,4
ESM-IF,Q4R312,1.0,0.47435897435897434,4
ESM-IF,Q4R312,1.0,0.4230769230769231,4
ESM-IF,Q4R312,1.0,0.4230769230769231,4
ESM-IF,Q4R312,1.0,0.4358974358974359,4
ESM-IF,Q4R312,1.0,0.5,4
MIF,Q4R312,1.0,0.3333333333333333,4
MIF,Q4R312,1.0,0.3076923076923077,4
MIF,Q4R312,1.0,0.358974358974359,4
MIF,Q4R312,1.0,0.3076923076923077,4
MIF,Q4R312,1.0,0.3333333333333333,4
MIF,Q4R312,1.0,0.3717948717948718,4
MIF,Q4R312,1.0,0.34615384615384615,4
MIF,Q4R312,1.0,0.3076923076923077,4
MIF-ST,Q4R312,0.5,0.3076923076923077,4
MIF-ST,Q4R312,0.5,0.21794871794871795,4
MIF-ST,Q4R312,0.0,0.34615384615384615,4
MIF-ST,Q4R312,0.25,0.2692307692307692,4
MIF-ST,Q4R312,0.5,0.32051282051282054,4
MIF-ST,Q4R312,0.5,0.358974358974359,4
MIF-ST,Q4R312,0.0,0.3076923076923077,4
MIF-ST,Q4R312,0.75,0.3717948717948718,4
ProteinMPNN,Q4R312,1.0,0.358974358974359,4
ProteinMPNN,Q4R312,1.0,0.3717948717948718,4
ProteinMPNN,Q4R312,1.0,0.41025641025641024,4
ProteinMPNN,Q4R312,1.0,0.38461538461538464,4
ProteinMPNN,Q4R312,1.0,0.3333333333333333,4
ProteinMPNN,Q4R312,1.0,0.32051282051282054,4
ProteinMPNN,Q4R312,1.0,0.38461538461538464,4
ProteinMPNN,Q4R312,1.0,0.358974358974359,4
SolubleCaliby,Q4R312,1.0,0.3076923076923077,4
SolubleCaliby,Q4R312,1.0,0.3717948717948718,4
SolubleCaliby,Q4R312,1.0,0.28205128205128205,4
SolubleCaliby,Q4R312,1.0,0.2692307692307692,4
SolubleCaliby,Q4R312,1.0,0.28205128205128205,4
SolubleCaliby,Q4R312,1.0,0.358974358974359,4
SolubleCaliby,Q4R312,1.0,0.34615384615384615,4
SolubleCaliby,Q4R312,1.0,0.358974358974359,4
SolubleMPNN,Q4R312,1.0,0.41025641025641024,4
SolubleMPNN,Q4R312,1.0,0.38461538461538464,4
SolubleMPNN,Q4R312,1.0,0.3717948717948718,4
SolubleMPNN,Q4R312,1.0,0.3974358974358974,4
SolubleMPNN,Q4R312,1.0,0.358974358974359,4
SolubleMPNN,Q4R312,1.0,0.3974358974358974,4
SolubleMPNN,Q4R312,1.0,0.3717948717948718,4
SolubleMPNN,Q4R312,1.0,0.3717948717948718,4
Caliby,Q54FJ9,0.375,0.4219858156028369,24
Caliby,Q54FJ9,0.3333333333333333,0.44680851063829785,24
Caliby,Q54FJ9,0.3333333333333333,0.43617021276595747,24
Caliby,Q54FJ9,0.3333333333333333,0.41134751773049644,24
Caliby,Q54FJ9,0.4166666666666667,0.4326241134751773,24
Caliby,Q54FJ9,0.4166666666666667,0.42907801418439717,24
Caliby,Q54FJ9,0.4166666666666667,0.39361702127659576,24
Caliby,Q54FJ9,0.3333333333333333,0.4219858156028369,24
ESM-IF,Q54FJ9,0.7916666666666666,0.6879432624113475,24
ESM-IF,Q54FJ9,0.75,0.6808510638297872,24
ESM-IF,Q54FJ9,0.75,0.6985815602836879,24
ESM-IF,Q54FJ9,0.75,0.6950354609929078,24
ESM-IF,Q54FJ9,0.625,0.6773049645390071,24
ESM-IF,Q54FJ9,0.75,0.6702127659574468,24
ESM-IF,Q54FJ9,0.7916666666666666,0.6843971631205674,24
ESM-IF,Q54FJ9,0.75,0.6879432624113475,24
MIF,Q54FJ9,0.5,0.49645390070921985,24
MIF,Q54FJ9,0.4166666666666667,0.49645390070921985,24
MIF,Q54FJ9,0.5833333333333334,0.5070921985815603,24
MIF,Q54FJ9,0.4583333333333333,0.48936170212765956,24
MIF,Q54FJ9,0.5,0.5070921985815603,24
MIF,Q54FJ9,0.5416666666666666,0.48226950354609927,24
MIF,Q54FJ9,0.4583333333333333,0.475177304964539,24
MIF,Q54FJ9,0.5416666666666666,0.5106382978723404,24
MIF-ST,Q54FJ9,0.3333333333333333,0.36879432624113473,24
MIF-ST,Q54FJ9,0.2916666666666667,0.3404255319148936,24
MIF-ST,Q54FJ9,0.4583333333333333,0.39361702127659576,24
MIF-ST,Q54FJ9,0.3333333333333333,0.3475177304964539,24
MIF-ST,Q54FJ9,0.2916666666666667,0.35815602836879434,24
MIF-ST,Q54FJ9,0.2916666666666667,0.34397163120567376,24
MIF-ST,Q54FJ9,0.16666666666666666,0.30851063829787234,24
MIF-ST,Q54FJ9,0.2916666666666667,0.3404255319148936,24
ProteinMPNN,Q54FJ9,0.5,0.4574468085106383,24
ProteinMPNN,Q54FJ9,0.5,0.4432624113475177,24
ProteinMPNN,Q54FJ9,0.5,0.4716312056737589,24
ProteinMPNN,Q54FJ9,0.5,0.4858156028368794,24
ProteinMPNN,Q54FJ9,0.5416666666666666,0.4858156028368794,24
ProteinMPNN,Q54FJ9,0.5416666666666666,0.475177304964539,24
ProteinMPNN,Q54FJ9,0.5416666666666666,0.4432624113475177,24
ProteinMPNN,Q54FJ9,0.5,0.4574468085106383,24
SolubleCaliby,Q54FJ9,0.4166666666666667,0.41843971631205673,24
SolubleCaliby,Q54FJ9,0.3333333333333333,0.4326241134751773,24
SolubleCaliby,Q54FJ9,0.4166666666666667,0.42907801418439717,24
SolubleCaliby,Q54FJ9,0.375,0.40425531914893614,24
SolubleCaliby,Q54FJ9,0.3333333333333333,0.41843971631205673,24
SolubleCaliby,Q54FJ9,0.4583333333333333,0.4326241134751773,24
SolubleCaliby,Q54FJ9,0.4583333333333333,0.425531914893617,24
SolubleCaliby,Q54FJ9,0.3333333333333333,0.4148936170212766,24
SolubleMPNN,Q54FJ9,0.5,0.49645390070921985,24
SolubleMPNN,Q54FJ9,0.5,0.5,24
SolubleMPNN,Q54FJ9,0.5416666666666666,0.4574468085106383,24
SolubleMPNN,Q54FJ9,0.4583333333333333,0.48936170212765956,24
SolubleMPNN,Q54FJ9,0.5,0.48226950354609927,24
SolubleMPNN,Q54FJ9,0.5,0.475177304964539,24
SolubleMPNN,Q54FJ9,0.5416666666666666,0.5035460992907801,24
SolubleMPNN,Q54FJ9,0.5,0.5106382978723404,24
Caliby,Q54JL0,0.3103448275862069,0.4056291390728477,29
Caliby,Q54JL0,0.27586206896551724,0.3923841059602649,29
Caliby,Q54JL0,0.41379310344827586,0.38576158940397354,29
Caliby,Q54JL0,0.3793103448275862,0.3923841059602649,29
Caliby,Q54JL0,0.41379310344827586,0.3675496688741722,29
Caliby,Q54JL0,0.41379310344827586,0.39403973509933776,29
Caliby,Q54JL0,0.41379310344827586,0.3890728476821192,29
Caliby,Q54JL0,0.41379310344827586,0.38741721854304634,29
ESM-IF,Q54JL0,0.4827586206896552,0.5397350993377483,29
ESM-IF,Q54JL0,0.5172413793103449,0.5397350993377483,29
ESM-IF,Q54JL0,0.5517241379310345,0.5281456953642384,29
ESM-IF,Q54JL0,0.5172413793103449,0.5331125827814569,29
ESM-IF,Q54JL0,0.5517241379310345,0.5298013245033113,29
ESM-IF,Q54JL0,0.5517241379310345,0.5264900662251656,29
ESM-IF,Q54JL0,0.5517241379310345,0.5347682119205298,29
ESM-IF,Q54JL0,0.5172413793103449,0.5463576158940397,29
MIF,Q54JL0,0.41379310344827586,0.4139072847682119,29
MIF,Q54JL0,0.4827586206896552,0.41887417218543044,29
MIF,Q54JL0,0.41379310344827586,0.43543046357615894,29
MIF,Q54JL0,0.4827586206896552,0.4337748344370861,29
MIF,Q54JL0,0.4482758620689655,0.42218543046357615,29
MIF,Q54JL0,0.4827586206896552,0.4056291390728477,29
MIF,Q54JL0,0.4827586206896552,0.3990066225165563,29
MIF,Q54JL0,0.41379310344827586,0.43211920529801323,29
MIF-ST,Q54JL0,0.2413793103448276,0.2682119205298013,29
MIF-ST,Q54JL0,0.1724137931034483,0.26655629139072845,29
MIF-ST,Q54JL0,0.3103448275862069,0.3294701986754967,29
MIF-ST,Q54JL0,0.20689655172413793,0.32450331125827814,29
MIF-ST,Q54JL0,0.20689655172413793,0.2897350993377483,29
MIF-ST,Q54JL0,0.2413793103448276,0.28311258278145696,29
MIF-ST,Q54JL0,0.2413793103448276,0.3228476821192053,29
MIF-ST,Q54JL0,0.2413793103448276,0.28311258278145696,29
ProteinMPNN,Q54JL0,0.5172413793103449,0.41721854304635764,29
