uniprot_id,model,sample_idx,domain,rank_class,sequence_length,mw_per_residue,isoelectric_point,charge_at_ph7,acidic_residue_fraction,basic_residue_fraction,gravy,aromaticity,instability_index,proline_fraction,small_residue_fraction,ordered_percent,helix_sheet_contrast,rco,avg_cb_distance,surface_exposure,surface_acidic_fraction,surface_basic_fraction,surface_net_charge,surface_ionizable_fraction
Q980U8,Caliby,2,Archaea,Top,349,110.9429681948424,5.463670921325684,-6.813771925470164,0.1690544412607449,0.160458452722063,-0.2876790830945558,0.0515759312320916,37.142693409742115,0.0744985673352435,0.2320916905444126,0.825214899713467,0.4297994269340974,0.0433474398654041,22.86778259277344,0.3008595988538682,0.21940928270042195,0.21940928270042195,-0.012658227848101266,0.4388185654008439
Q980U8,Caliby,3,Archaea,Top,349,110.19407421203438,5.177713966369628,-9.89289712687485,0.1776504297994269,0.157593123209169,-0.2501432664756446,0.0458452722063037,32.853037249283666,0.0716332378223495,0.2406876790830945,0.851002865329513,0.4670487106017192,0.0548457778526883,26.661449432373047,0.3008595988538682,0.2297872340425532,0.20851063829787234,-0.029787234042553193,0.4382978723404255
Q980U8,Caliby,4,Archaea,Top,349,110.2121329512894,5.0247602462768555,-12.883440979264265,0.1805157593123209,0.1518624641833811,-0.1707736389684814,0.0458452722063037,33.76131805157595,0.0716332378223495,0.2349570200573066,0.8252148997134671,0.3954154727793696,0.0516173078315558,23.902008056640625,0.3008595988538682,0.25462962962962965,0.2222222222222222,-0.041666666666666664,0.47685185185185186
Q980U8,Caliby,5,Archaea,Top,349,111.177288252149,5.370682334899903,-12.279270744990257,0.1805157593123209,0.1719197707736389,-0.3200573065902579,0.0487106017191977,30.539255014326653,0.0659025787965616,0.2349570200573066,0.8767908309455588,0.3381088825214899,0.1174731742195045,25.82337951660156,0.3008595988538682,0.22466960352422907,0.23348017621145375,-0.030837004405286344,0.4581497797356828
Q980U8,Caliby,6,Archaea,Top,349,111.42193753581662,5.334589576721191,-12.358164327757052,0.1862464183381089,0.1747851002865329,-0.3232091690544413,0.0487106017191977,32.22865329512894,0.0716332378223495,0.2120343839541547,0.7822349570200573,0.4498567335243553,0.0433292400054577,23.54298210144043,0.3008595988538682,0.24686192468619247,0.23430962343096234,-0.04602510460251046,0.4811715481171548
Q980U8,Caliby,7,Archaea,Top,349,111.10032578796564,5.45309886932373,-10.359906225965368,0.1719197707736389,0.166189111747851,-0.2659025787965616,0.0487106017191977,36.12922636103152,0.0744985673352435,0.2349570200573066,0.833810888252149,0.4097421203438395,0.0350969854620839,26.766151428222656,0.3008595988538682,0.21245421245421245,0.20512820512820512,-0.040293040293040296,0.41758241758241754
O58832,Caliby,0,Archaea,Top,342,110.1257552631579,5.126899909973144,-12.073658816869596,0.1783625730994152,0.1549707602339181,-0.2245614035087719,0.0526315789473684,36.79152046783625,0.0847953216374269,0.219298245614035,0.8859649122807017,-0.0614035087719297,0.1374923627476652,21.058074951171875,0.3011695906432748,0.31333333333333335,0.26,-0.07333333333333333,0.5733333333333334
O58832,Caliby,1,Archaea,Top,342,111.27903245614031,5.375229454040528,-6.977611597739568,0.1871345029239766,0.1725146198830409,-0.339766081871345,0.0643274853801169,38.262280701754385,0.0730994152046783,0.2163742690058479,0.8742690058479532,-0.0730994152046783,0.0946874227823078,22.531431198120117,0.3011695906432748,0.28901734104046245,0.28901734104046245,-0.011560693641618497,0.5780346820809249
O58832,Caliby,2,Archaea,Top,342,111.11789590643274,5.008049583435058,-14.14603657249608,0.1900584795321637,0.1578947368421052,-0.2894736842105263,0.0614035087719298,29.55204678362573,0.0730994152046783,0.2076023391812865,0.8596491228070176,-0.0350877192982456,0.0970487329434697,21.8580322265625,0.3011695906432748,0.33136094674556216,0.26627218934911245,-0.07692307692307693,0.5976331360946746
O58832,Caliby,3,Archaea,Top,342,110.29824707602336,5.0260107040405275,-14.064595068228748,0.1812865497076023,0.1520467836257309,-0.2084795321637426,0.0584795321637426,34.554970760233914,0.0730994152046783,0.2134502923976608,0.8508771929824561,-0.0672514619883041,0.1063505237030377,21.795194625854492,0.3011695906432748,0.3170731707317073,0.25609756097560976,-0.07317073170731707,0.5731707317073171
O58832,Caliby,4,Archaea,Top,342,111.40183918128656,5.110984992980956,-13.063425969875766,0.1900584795321637,0.1637426900584795,-0.2801169590643275,0.0614035087719298,31.86842105263157,0.0701754385964912,0.2105263157894736,0.868421052631579,-0.0087719298245613,0.0923244608541068,21.89029884338379,0.3011695906432748,0.2947976878612717,0.2832369942196532,-0.028901734104046242,0.5780346820809249
O58832,Caliby,5,Archaea,Top,342,110.6736745614035,5.324585914611816,-7.9050073014892845,0.1725146198830409,0.1578947368421052,-0.2090643274853801,0.0584795321637426,37.02280701754385,0.0818713450292397,0.2163742690058479,0.8596491228070176,-0.023391812865497,0.093776971163541,22.384994506835938,0.3011695906432748,0.28901734104046245,0.24277456647398843,-0.057803468208092484,0.5317919075144508
O58832,Caliby,6,Archaea,Top,342,110.65223538011692,5.076767921447753,-13.060639063832744,0.1812865497076023,0.1549707602339181,-0.2649122807017544,0.0643274853801169,35.50994152046782,0.0847953216374269,0.2222222222222222,0.8801169590643274,-0.0438596491228069,0.1420830557406173,21.580909729003903,0.3011695906432748,0.32075471698113206,0.2893081761006289,-0.050314465408805034,0.610062893081761
O58832,Caliby,7,Archaea,Top,342,110.91016842105265,5.0550554275512685,-11.970777469734593,0.1929824561403508,0.1637426900584795,-0.2523391812865497,0.0555555555555555,29.311695906432742,0.0701754385964912,0.2134502923976608,0.8625730994152047,-0.0555555555555555,0.0963577685569386,22.558225631713867,0.3011695906432748,0.30386740331491713,0.281767955801105,-0.03314917127071823,0.5856353591160222
Q9Z9J6,Caliby,0,Bacteria,Top,62,113.89099032258063,5.114395332336425,-3.1301465438546394,0.2258064516129032,0.1935483870967742,-0.3677419354838709,0.0161290322580645,28.375806451612902,0.064516129032258,0.1451612903225806,0.8870967741935484,0.0161290322580645,0.4223366766061263,10.628544807434082,0.3064516129032258,0.30952380952380953,0.2619047619047619,-0.07142857142857142,0.5714285714285714
Q9Z9J6,Caliby,1,Bacteria,Top,62,113.14859516129032,5.537902641296386,-1.4722604398951749,0.2096774193548387,0.1935483870967742,-0.3451612903225806,0.0161290322580645,48.629032258064505,0.064516129032258,0.1612903225806451,0.9516129032258064,-0.0483870967741935,0.4257552483358934,10.50800609588623,0.3064516129032258,0.3023255813953488,0.27906976744186046,-0.023255813953488372,0.5813953488372092
Q9Z9J6,Caliby,2,Bacteria,Top,62,112.84214193548388,5.503060340881347,-1.4730828997703824,0.1935483870967742,0.1774193548387097,-0.2112903225806451,0.0161290322580645,50.666129032258056,0.0806451612903225,0.1612903225806451,0.935483870967742,-0.032258064516129,0.4206149193548387,10.494012832641602,0.3064516129032258,0.2619047619047619,0.2619047619047619,0.0,0.5238095238095238
Q9Z9J6,Caliby,3,Bacteria,Top,62,111.4372935483871,5.320777702331543,-2.134189526808538,0.1774193548387096,0.1612903225806451,-0.1306451612903225,0.0161290322580645,55.78225806451612,0.0806451612903225,0.1774193548387097,0.9516129032258064,-0.0806451612903225,0.4528027498677948,10.70787525177002,0.3064516129032258,0.2564102564102564,0.23076923076923078,-0.05128205128205128,0.48717948717948717
Q9Z9J6,Caliby,4,Bacteria,Top,62,110.48222258064516,4.610858726501465,-5.470524712469661,0.2096774193548387,0.1290322580645161,-0.0112903225806451,0.0,75.10161290322579,0.064516129032258,0.2096774193548387,0.9193548387096776,-0.0483870967741935,0.457441040932502,10.70408821105957,0.3064516129032258,0.2926829268292683,0.14634146341463414,-0.14634146341463414,0.4390243902439024
Q9Z9J6,Caliby,5,Bacteria,Top,62,112.30862096774192,4.749886894226075,-4.472195658812226,0.1774193548387097,0.1129032258064516,0.1532258064516129,0.0483870967741935,49.86612903225806,0.0806451612903225,0.1774193548387097,0.9516129032258064,-0.0483870967741935,0.4438044034818228,10.589366912841797,0.3064516129032258,0.2619047619047619,0.14285714285714285,-0.11904761904761904,0.40476190476190477
Q9Z9J6,Caliby,6,Bacteria,Top,62,114.06751612903228,4.732494163513183,-4.470666472210507,0.1935483870967742,0.1290322580645161,0.0419354838709677,0.032258064516129,84.29193548387094,0.064516129032258,0.1774193548387097,0.967741935483871,-0.096774193548387,0.452530815630737,10.69314956665039,0.3064516129032258,0.2926829268292683,0.14634146341463414,-0.14634146341463414,0.4390243902439024
Q9Z9J6,Caliby,7,Bacteria,Top,62,114.02176774193548,7.965213966369628,0.5168813563909147,0.1774193548387096,0.1935483870967742,-0.2758064516129032,0.0161290322580645,22.964516129032265,0.064516129032258,0.1451612903225806,0.967741935483871,-0.064516129032258,0.4477472673953612,10.64404010772705,0.3064516129032258,0.2619047619047619,0.2857142857142857,0.023809523809523808,0.5476190476190477
P02819,Caliby,0,Eukaryota,Bottom,49,119.27592857142857,7.245402717590333,0.3795917570241425,0.1428571428571428,0.2857142857142857,-1.2122448979591838,0.1224489795918367,41.779795918367334,0.163265306122449,0.1428571428571428,0.673469387755102,0.4285714285714285,0.157243225158916,14.52066707611084,0.3061224489795918,0.15,0.35,0.025,0.5
P02819,Caliby,1,Eukaryota,Bottom,49,114.21298571428572,7.970564842224121,0.7447819948728034,0.1224489795918367,0.1428571428571428,-0.6346938775510205,0.163265306122449,41.19387755102041,0.1836734693877551,0.163265306122449,0.7755102040816326,0.4081632653061224,0.1535630645700903,12.490368843078612,0.3061224489795918,0.15384615384615385,0.1794871794871795,0.02564102564102564,0.33333333333333337
P02819,Caliby,2,Eukaryota,Bottom,49,115.0718306122449,8.449049186706542,1.8007070181844735,0.1428571428571428,0.1836734693877551,-0.9979591836734694,0.1224489795918367,46.69591836734695,0.1836734693877551,0.1224489795918367,0.7755102040816326,0.3265306122448979,0.1439312567132116,14.15049934387207,0.3061224489795918,0.1794871794871795,0.23076923076923078,0.05128205128205128,0.41025641025641024
P02819,Caliby,3,Eukaryota,Bottom,49,115.78492040816326,6.768750953674316,-0.1614438917271901,0.163265306122449,0.1836734693877551,-1.0551020408163263,0.1224489795918367,49.64102040816327,0.1836734693877551,0.163265306122449,0.7755102040816326,0.4081632653061224,0.1609611586570112,14.383140563964844,0.3061224489795918,0.21052631578947367,0.23684210526315788,0.0,0.4473684210526315
P02819,Caliby,4,Eukaryota,Bottom,49,115.07017346938774,8.0001558303833,0.8384343483319654,0.1428571428571428,0.1836734693877551,-0.93265306122449,0.1224489795918367,44.13265306122449,0.1836734693877551,0.163265306122449,0.7346938775510203,0.3673469387755101,0.1700680272108843,12.89466953277588,0.3061224489795918,0.1794871794871795,0.23076923076923078,0.02564102564102564,0.41025641025641024
P02819,Caliby,5,Eukaryota,Bottom,49,108.73811020408162,7.980106163024903,0.7457809958718045,0.1224489795918367,0.1428571428571428,-0.4816326530612245,0.1020408163265306,34.330612244897964,0.1836734693877551,0.2040816326530612,0.8571428571428572,0.3673469387755102,0.162277814351547,12.923792839050291,0.3061224489795918,0.15384615384615385,0.1794871794871795,0.02564102564102564,0.33333333333333337
P02819,Caliby,6,Eukaryota,Bottom,49,114.2733448979592,6.3288171768188475,-0.255096245186353,0.1428571428571428,0.1428571428571428,-0.7102040816326531,0.163265306122449,39.306326530612246,0.1836734693877551,0.163265306122449,0.8367346938775511,0.3061224489795918,0.1514500537056928,12.81295108795166,0.3061224489795918,0.15789473684210525,0.18421052631578946,0.02631578947368421,0.3421052631578947
P02819,Caliby,7,Eukaryota,Bottom,49,112.78305918367346,6.76681842803955,-0.1615556517680314,0.1428571428571428,0.163265306122449,-0.6979591836734694,0.1020408163265306,43.34693877551021,0.1836734693877551,0.163265306122449,0.8163265306122449,0.4081632653061224,0.1708360763660303,14.72879695892334,0.3061224489795918,0.1794871794871795,0.20512820512820512,0.0,0.3846153846153846
Q4R312,Caliby,0,Eukaryota,Bottom,82,115.68253048780488,7.578933906555176,0.4635255848684032,0.1341463414634146,0.1463414634146341,-0.4804878048780487,0.1219512195121951,62.886707317073146,0.1219512195121951,0.1707317073170731,0.6951219512195123,-0.3780487804878049,0.2215287113501056,16.764266967773438,0.3048780487804878,0.13793103448275862,0.20689655172413793,0.06896551724137931,0.3448275862068966
Q4R312,Caliby,1,Eukaryota,Bottom,82,113.46143292682927,8.67829875946045,2.4632720650867164,0.1097560975609756,0.1463414634146341,-0.3707317073170732,0.1097560975609756,54.79280487804875,0.1463414634146341,0.2195121951219512,0.7804878048780488,-0.4634146341463414,0.2253325942350332,14.663677215576172,0.3048780487804878,0.11475409836065574,0.19672131147540983,0.08196721311475409,0.3114754098360656
Q4R312,Caliby,2,Eukaryota,Bottom,82,114.16971463414636,8.654509925842287,2.4624048239285603,0.1219512195121951,0.1585365853658536,-0.4512195121951219,0.1097560975609756,49.15865853658534,0.1341463414634146,0.1951219512195122,0.7195121951219512,-0.524390243902439,0.2286585365853658,16.67967987060547,0.3048780487804878,0.11864406779661017,0.22033898305084745,0.1016949152542373,0.3389830508474576
Q4R312,Caliby,3,Eukaryota,Bottom,82,113.35058292682928,8.89768466949463,3.457203960987618,0.1097560975609756,0.1585365853658536,-0.5109756097560976,0.1097560975609756,51.772073170731694,0.1219512195121951,0.2195121951219512,0.7073170731707318,-0.3902439024390244,0.2205520892418226,13.98940086364746,0.3048780487804878,0.11666666666666667,0.21666666666666667,0.1,0.33333333333333337
Q4R312,Caliby,4,Eukaryota,Bottom,82,116.4766548780488,9.001220893859863,4.458408819932556,0.1219512195121951,0.1829268292682926,-0.6536585365853659,0.1219512195121951,46.82439024390242,0.0975609756097561,0.1829268292682927,0.7073170731707317,-0.5121951219512195,0.2231219512195122,16.971839904785156,0.3048780487804878,0.11864406779661017,0.2542372881355932,0.13559322033898305,0.3728813559322034
Q4R312,Caliby,5,Eukaryota,Bottom,82,119.39212804878048,8.624467658996583,2.896399523144338,0.1341463414634146,0.2317073170731707,-0.9548780487804878,0.1341463414634146,49.30121951219511,0.0853658536585365,0.1585365853658537,0.573170731707317,-0.3780487804878049,0.2113821138211382,15.40329360961914,0.3048780487804878,0.13793103448275862,0.3275862068965517,0.10344827586206896,0.46551724137931033
Q4R312,Caliby,6,Eukaryota,Bottom,82,110.55652804878048,8.666307640075683,2.4549824389079316,0.0853658536585365,0.1219512195121951,0.0073170731707317,0.1219512195121951,50.28426829268291,0.1341463414634146,0.2439024390243902,0.7073170731707318,-0.3902439024390244,0.2190358231707317,16.533090591430664,0.3048780487804878,0.09836065573770492,0.16393442622950818,0.06557377049180328,0.2622950819672131
Q4R312,Caliby,7,Eukaryota,Bottom,82,115.93544756097562,6.629722785949707,-0.9252013151675378,0.1097560975609756,0.1829268292682926,-0.6743902439024391,0.1219512195121951,60.639146341463395,0.1341463414634146,0.2073170731707317,0.6463414634146342,-0.3292682926829268,0.2312488538419218,14.65712547302246,0.3048780487804878,0.11864406779661017,0.2542372881355932,0.01694915254237288,0.3728813559322034
Q54FJ9,Caliby,0,Eukaryota,Bottom,306,108.2276225490196,4.873341178894043,-13.344992392188814,0.1732026143790849,0.1339869281045751,-0.1800653594771241,0.0490196078431372,39.27189542483661,0.0784313725490196,0.2483660130718954,0.8823529411764706,0.2549019607843137,0.1500744601638123,17.192615509033203,0.3006535947712418,0.3,0.26666666666666666,-0.03333333333333333,0.5666666666666667
Q54FJ9,Caliby,1,Eukaryota,Bottom,306,108.48858104575164,4.93262424468994,-14.160135861320022,0.1862745098039215,0.1503267973856209,-0.2790849673202614,0.0522875816993464,44.13300653594771,0.0751633986928104,0.261437908496732,0.892156862745098,0.2320261437908496,0.1273981290629459,17.637283325195312,0.3006535947712418,0.3037037037037037,0.2814814814814815,-0.037037037037037035,0.5851851851851853
Q54FJ9,Caliby,2,Eukaryota,Bottom,306,108.6427816993464,4.942741584777831,-13.2413172886898,0.1797385620915032,0.1437908496732026,-0.2202614379084967,0.0490196078431372,48.51441176470588,0.0751633986928104,0.2516339869281045,0.8594771241830065,0.2254901960784313,0.1269211590176488,17.524333953857422,0.3006535947712418,0.2878787878787879,0.2803030303030303,-0.015151515151515152,0.5681818181818181
Q54FJ9,Caliby,3,Eukaryota,Bottom,306,108.52819281045753,4.950073814392089,-12.302546595064555,0.1699346405228758,0.1372549019607843,-0.2428104575163398,0.0555555555555555,45.241503267973854,0.0849673202614379,0.2549019607843137,0.8856209150326797,0.2254901960784314,0.1536657234200619,17.234146118164062,0.3006535947712418,0.3089430894308943,0.24390243902439024,-0.07317073170731707,0.5528455284552846
Q54FJ9,Caliby,4,Eukaryota,Bottom,306,107.11426960784314,4.73414249420166,-16.032899133312952,0.1764705882352941,0.1274509803921568,-0.1277777777777778,0.0490196078431372,47.30130718954248,0.0816993464052287,0.2810457516339869,0.8823529411764706,0.1633986928104575,0.0763684969425236,23.070850372314453,0.3006535947712418,0.2631578947368421,0.19298245614035087,-0.07017543859649122,0.45614035087719296
Q54FJ9,Caliby,5,Eukaryota,Bottom,306,108.6985026143791,4.999069023132324,-11.921420053760537,0.1830065359477124,0.1503267973856209,-0.2983660130718954,0.0490196078431372,45.24673202614378,0.0784313725490196,0.2483660130718954,0.8464052287581699,0.2320261437908496,0.1304202917370038,17.37203598022461,0.3006535947712418,0.3,0.3076923076923077,-0.007692307692307693,0.6076923076923078
Q54FJ9,Caliby,6,Eukaryota,Bottom,306,108.2994274509804,4.896417808532715,-12.011995841556804,0.1666666666666666,0.130718954248366,-0.119281045751634,0.0555555555555555,46.66209150326796,0.0816993464052287,0.2581699346405229,0.8954248366013071,0.3071895424836601,0.1201553523747876,17.73118019104004,0.3006535947712418,0.2589928057553957,0.2517985611510791,-0.014388489208633094,0.5107913669064748
Q54FJ9,Caliby,7,Eukaryota,Bottom,306,108.03076993464052,5.046586418151855,-11.215932982447086,0.1699346405228758,0.1437908496732026,-0.2261437908496732,0.0490196078431372,43.53238562091504,0.0816993464052287,0.2712418300653594,0.9150326797385622,0.1830065359477125,0.164696029165435,17.155685424804688,0.3006535947712418,0.29508196721311475,0.27049180327868855,-0.03278688524590164,0.5655737704918034
Q54JL0,Caliby,0,Eukaryota,Bottom,633,114.55160173775673,4.971558952331542,-26.72282246717208,0.1848341232227488,0.1532385466034755,-0.3829383886255924,0.0884676145339652,34.41044233807268,0.0774091627172195,0.1911532385466035,0.8499210110584519,0.0947867298578199,0.0380762766272082,32.904788970947266,0.3001579778830964,0.2551546391752577,0.22422680412371135,-0.04381443298969072,0.47938144329896903
Q54JL0,Caliby,1,Eukaryota,Bottom,633,114.56071453396524,5.189479637145994,-16.99868110762732,0.1832543443917851,0.1627172195892575,-0.353870458135861,0.0884676145339652,29.019905213270142,0.0789889415481832,0.1769352290679305,0.8530805687203792,-0.0094786729857819,0.0510380981119572,31.057514190673828,0.3001579778830964,0.24509803921568626,0.22794117647058823,-0.024509803921568627,0.4730392156862745
Q54JL0,Caliby,2,Eukaryota,Bottom,633,114.76107472353873,5.026465415954591,-24.801891232607403,0.1879936808846761,0.1579778830963665,-0.3587677725118484,0.0868878357030015,33.09353870458135,0.0758293838862559,0.1785150078988941,0.8515007898894155,0.0521327014218009,0.0423352641741267,34.389427185058594,0.3001579778830964,0.2643979057591623,0.24083769633507854,-0.031413612565445025,0.5052356020942408
Q54JL0,Caliby,3,Eukaryota,Bottom,633,114.08694518167458,5.061932945251464,-20.924780488522444,0.1753554502369668,0.1500789889415481,-0.3426540284360189,0.0853080568720379,35.434928909952646,0.0789889415481832,0.1958925750394944,0.8562401263823065,-0.0252764612954186,0.0402964890097728,32.05571365356445,0.3001579778830964,0.2426470588235294,0.20098039215686275,-0.04411764705882353,0.44362745098039214
Q54JL0,Caliby,4,Eukaryota,Bottom,633,115.1346410742496,5.52011203765869,-13.249098401973498,0.1785150078988941,0.1721958925750395,-0.3949447077409163,0.0868878357030015,36.32007898894157,0.0805687203791469,0.1721958925750395,0.8388625592417062,0.0173775671406003,0.0396463424753834,31.95230484008789,0.3001579778830964,0.25,0.255050505050505,-0.015151515151515152,0.505050505050505
Q54JL0,Caliby,5,Eukaryota,Bottom,633,114.66559636650872,4.982017326354979,-24.8114650340533,0.1800947867298578,0.1500789889415482,-0.3641390205371248,0.0868878357030015,37.72971563981045,0.0821484992101105,0.1879936808846761,0.90521327014218,-0.0173775671406003,0.040412450365057,29.752363204956055,0.3001579778830964,0.24484536082474226,0.2190721649484536,-0.028350515463917526,0.4639175257731959
Q54JL0,Caliby,6,Eukaryota,Bottom,633,114.87394360189576,5.20260944366455,-16.99890340924307,0.1879936808846761,0.1674565560821485,-0.3785150078988942,0.0837282780410742,35.43018957345973,0.0789889415481832,0.1706161137440758,0.8262243285939969,0.0489731437598736,0.0410150695447902,31.65987777709961,0.3001579778830964,0.24703087885985747,0.2327790973871734,-0.021377672209026127,0.47980997624703087
Q54JL0,Caliby,7,Eukaryota,Bottom,633,115.02278988941548,5.023964500427247,-24.720884464574084,0.1848341232227488,0.1563981042654028,-0.4170616113744075,0.0900473933649289,38.79387045813589,0.0805687203791469,0.1895734597156398,0.8420221169036335,0.0900473933649289,0.0404511936897402,31.81543731689453,0.3001579778830964,0.24407582938388625,0.22037914691943128,-0.037914691943127965,0.46445497630331756
Q69NP0,Caliby,0,Eukaryota,Bottom,93,114.85200537634408,5.603665351867675,-1.516265933616186,0.1827956989247312,0.1720430107526881,-0.5354838709677419,0.1182795698924731,14.372043010752694,0.086021505376344,0.1505376344086021,0.8064516129032258,-0.1827956989247312,0.3066604029648189,12.117348670959473,0.3010752688172043,0.2727272727272727,0.2545454545454545,-0.01818181818181818,0.5272727272727272
Q69NP0,Caliby,1,Eukaryota,Bottom,93,116.53046129032258,5.615089988708497,-1.516154173575341,0.1935483870967742,0.1827956989247311,-0.6827956989247311,0.1290322580645161,11.955913978494626,0.075268817204301,0.1612903225806451,0.8064516129032259,-0.3548387096774194,0.3095773943485871,13.244901657104492,0.3010752688172043,0.3050847457627119,0.2711864406779661,-0.03389830508474576,0.576271186440678
Q69NP0,Caliby,2,Eukaryota,Bottom,93,120.05733978494624,5.723425102233888,-5.514565988689249,0.2150537634408602,0.2365591397849462,-1.110752688172043,0.1182795698924731,20.8247311827957,0.043010752688172,0.1290322580645161,0.870967741935484,-0.2903225806451613,0.3190902437651298,12.617975234985352,0.3010752688172043,0.3333333333333333,0.3508771929824561,-0.12280701754385964,0.6842105263157894
Q69NP0,Caliby,3,Eukaryota,Bottom,93,116.2278505376344,4.807237434387207,-5.516293052763382,0.2150537634408602,0.1612903225806451,-0.6172043010752688,0.1290322580645161,13.456989247311828,0.075268817204301,0.1397849462365591,0.8172043010752689,-0.3225806451612903,0.3498710935043702,13.293282508850098,0.3010752688172043,0.31666666666666665,0.23333333333333334,-0.08333333333333333,0.55
Q69NP0,Caliby,4,Eukaryota,Bottom,93,117.62658494623656,6.408221244812012,-1.60498069982253,0.1935483870967742,0.2473118279569892,-0.9376344086021504,0.1182795698924731,16.68064516129032,0.064516129032258,0.1505376344086021,0.913978494623656,-0.2473118279569893,0.3089457931493182,12.721405029296877,0.3010752688172043,0.29310344827586204,0.3620689655172414,-0.05172413793103448,0.6551724137931034
Q69NP0,Caliby,5,Eukaryota,Bottom,93,117.87468064516128,6.404128837585449,-1.60890192283558,0.1720430107526881,0.2258064516129032,-0.7365591397849462,0.1290322580645161,24.578494623655917,0.053763440860215,0.1612903225806451,0.8494623655913978,-0.2688172043010752,0.3089060308555399,12.72476577758789,0.3010752688172043,0.2727272727272727,0.36363636363636365,-0.03636363636363636,0.6363636363636364
